receipt_id,po_id,po_line_id,supplier_id,material_id,warehouse_id,factory_id,receipt_date,quantity_delivered,quantity_accepted,quantity_rejected,delivery_variance_days,damage_detected,created_at
GR-0001733,PO-2025-01215,POL-0002015,SUP-0088,MAT-00499,WH-US-RAW-01,FAC-US-01,2026-01-03,67,67,0,-1,False,2026-01-03T00:00:00
GR-0001734,PO-2025-01216,POL-0002016,SUP-0087,MAT-00423,WH-US-RAW-01,FAC-US-01,2025-11-08,71,71,0,-2,False,2025-11-08T00:00:00
GR-0001735,PO-2025-01217,POL-0002017,SUP-0041,MAT-00986,WH-MX-RAW-01,FAC-MX-01,2025-07-03,26,26,0,3,False,2025-07-03T00:00:00
GR-0001736,PO-2025-01217,POL-0002018,SUP-0041,MAT-01124,WH-MX-RAW-01,FAC-MX-01,2025-06-29,1172,1025,147,-1,True,2025-06-29T00:00:00
GR-0001737,PO-2025-01217,POL-0002019,SUP-0041,MAT-00935,WH-MX-RAW-01,FAC-MX-01,2025-06-29,69,56,13,-1,True,2025-06-29T00:00:00
GR-0001738,PO-2025-01219,POL-0002021,SUP-0003,MAT-00931,WH-US-RAW-01,FAC-US-01,2025-12-17,252,218,34,7,True,2025-12-17T00:00:00
GR-0001739,PO-2025-01219,POL-0002022,SUP-0003,MAT-00877,WH-US-RAW-01,FAC-US-01,2025-12-08,107,81,26,-2,True,2025-12-08T00:00:00
GR-0001740,PO-2025-01220,POL-0002023,SUP-0046,MAT-00406,WH-EU-RAW-01,FAC-EU-01,2025-08-29,95,95,0,-3,False,2025-08-29T00:00:00
GR-0001741,PO-2025-01221,POL-0002024,SUP-0085,MAT-00402,WH-US-RAW-01,FAC-US-01,2025-11-19,304,291,13,-1,True,2025-11-19T00:00:00
GR-0001742,PO-2025-01223,POL-0002027,SUP-0120,MAT-00283,WH-EU-RAW-01,FAC-EU-01,2025-05-27,103,97,6,-2,True,2025-05-27T00:00:00
GR-0001743,PO-2025-01224,POL-0002028,SUP-0068,MAT-00056,WH-MX-RAW-01,FAC-MX-01,2025-09-12,486,486,0,0,False,2025-09-12T00:00:00
GR-0001744,PO-2025-01225,POL-0002029,SUP-0006,MAT-00655,WH-EU-RAW-01,FAC-EU-01,2026-02-18,1348,1308,40,0,True,2026-02-18T00:00:00
GR-0001745,PO-2025-01225,POL-0002030,SUP-0006,MAT-00512,WH-EU-RAW-01,FAC-EU-01,2026-02-17,91,91,0,-1,False,2026-02-17T00:00:00
GR-0001746,PO-2025-01225,POL-0002031,SUP-0006,MAT-01064,WH-EU-RAW-01,FAC-EU-01,2026-02-18,156,156,0,0,False,2026-02-18T00:00:00
GR-0001747,PO-2025-01226,POL-0002032,SUP-0019,MAT-00278,WH-EU-RAW-01,FAC-EU-01,2025-11-17,96,83,13,4,True,2025-11-17T00:00:00
GR-0001748,PO-2025-01226,POL-0002033,SUP-0019,MAT-00268,WH-EU-RAW-01,FAC-EU-01,2025-11-14,1343,1163,180,1,True,2025-11-14T00:00:00
GR-0001749,PO-2025-01226,POL-0002034,SUP-0019,MAT-00361,WH-EU-RAW-01,FAC-EU-01,2025-11-12,297,243,54,-1,True,2025-11-12T00:00:00
GR-0001750,PO-2025-01226,POL-0002035,SUP-0019,MAT-00774,WH-EU-RAW-01,FAC-EU-01,2025-11-17,1559,1432,127,4,True,2025-11-17T00:00:00
GR-0001751,PO-2025-01227,POL-0002036,SUP-0089,MAT-00057,WH-US-RAW-01,FAC-US-01,2025-12-07,1983,1843,140,2,True,2025-12-07T00:00:00
GR-0001752,PO-2025-01228,POL-0002037,SUP-0103,MAT-01095,WH-APAC-RAW-01,FAC-APAC-01,2025-12-05,191,164,27,4,True,2025-12-05T00:00:00
GR-0001753,PO-2025-01229,POL-0002038,SUP-0089,MAT-00357,WH-APAC-RAW-01,FAC-APAC-01,2025-04-25,1466,1313,153,6,True,2025-04-25T00:00:00
GR-0001754,PO-2025-01229,POL-0002039,SUP-0089,MAT-00440,WH-APAC-RAW-01,FAC-APAC-01,2025-04-21,40,40,0,2,False,2025-04-21T00:00:00
GR-0001755,PO-2025-01229,POL-0002040,SUP-0089,MAT-00521,WH-APAC-RAW-01,FAC-APAC-01,2025-04-20,585,518,67,1,True,2025-04-20T00:00:00
GR-0001756,PO-2025-01229,POL-0002041,SUP-0089,MAT-00844,WH-APAC-RAW-01,FAC-APAC-01,2025-04-20,929,836,93,1,True,2025-04-20T00:00:00
GR-0001757,PO-2025-01230,POL-0002042,SUP-0094,MAT-00683,WH-EU-RAW-01,FAC-EU-01,2025-07-09,2193,2167,26,-1,True,2025-07-09T00:00:00
GR-0001758,PO-2025-01231,POL-0002043,SUP-0095,MAT-00611,WH-MX-RAW-01,FAC-MX-01,2025-11-04,333,320,13,-3,True,2025-11-04T00:00:00
GR-0001759,PO-2025-01232,POL-0002044,SUP-0059,MAT-00881,WH-MX-RAW-01,FAC-MX-01,2025-10-02,391,297,94,13,True,2025-10-02T00:00:00
GR-0001760,PO-2025-01232,POL-0002045,SUP-0059,MAT-01195,WH-MX-RAW-01,FAC-MX-01,2025-10-01,240,207,33,12,True,2025-10-01T00:00:00
GR-0001761,PO-2025-01233,POL-0002046,SUP-0041,MAT-00507,WH-MX-RAW-01,FAC-MX-01,2025-05-01,4619,4272,347,-2,True,2025-05-01T00:00:00
GR-0001762,PO-2025-01234,POL-0002047,SUP-0103,MAT-00497,WH-APAC-RAW-01,FAC-APAC-01,2026-04-10,1928,1662,266,0,True,2026-04-10T00:00:00
GR-0001763,PO-2025-01236,POL-0002050,SUP-0101,MAT-00681,WH-US-RAW-01,FAC-US-01,2026-03-02,484,437,47,0,True,2026-03-02T00:00:00
GR-0001764,PO-2025-01236,POL-0002051,SUP-0101,MAT-00758,WH-US-RAW-01,FAC-US-01,2026-03-02,1037,917,120,0,True,2026-03-02T00:00:00
GR-0001765,PO-2025-01236,POL-0002052,SUP-0101,MAT-01047,WH-US-RAW-01,FAC-US-01,2026-03-08,62,62,0,6,False,2026-03-08T00:00:00
GR-0001766,PO-2025-01237,POL-0002053,SUP-0085,MAT-00854,WH-MX-RAW-01,FAC-MX-01,2026-03-07,2485,2459,26,-2,True,2026-03-07T00:00:00
GR-0001767,PO-2025-01238,POL-0002054,SUP-0048,MAT-00449,WH-EU-RAW-01,FAC-EU-01,2025-09-02,81,81,0,-6,False,2025-09-02T00:00:00
GR-0001768,PO-2025-01238,POL-0002055,SUP-0048,MAT-00905,WH-EU-RAW-01,FAC-EU-01,2025-09-08,2054,1974,80,0,True,2025-09-08T00:00:00
GR-0001769,PO-2025-01240,POL-0002058,SUP-0019,MAT-01189,WH-MX-RAW-01,FAC-MX-01,2025-08-02,330,317,13,2,True,2025-08-02T00:00:00
GR-0001770,PO-2025-01240,POL-0002059,SUP-0019,MAT-00695,WH-MX-RAW-01,FAC-MX-01,2025-08-03,99,99,0,3,False,2025-08-03T00:00:00
GR-0001771,PO-2025-01240,POL-0002060,SUP-0019,MAT-00316,WH-MX-RAW-01,FAC-MX-01,2025-08-06,48,44,4,6,True,2025-08-06T00:00:00
GR-0001772,PO-2025-01245,POL-0002068,SUP-0094,MAT-01103,WH-EU-RAW-01,FAC-EU-01,2025-12-09,194,194,0,-2,False,2025-12-09T00:00:00
GR-0001773,PO-2025-01245,POL-0002069,SUP-0094,MAT-01119,WH-EU-RAW-01,FAC-EU-01,2025-12-06,4149,4149,0,-5,False,2025-12-06T00:00:00
GR-0001774,PO-2025-01246,POL-0002070,SUP-0039,MAT-00159,WH-MX-RAW-01,FAC-MX-01,2025-09-06,119,91,28,-1,True,2025-09-06T00:00:00
GR-0001775,PO-2025-01247,POL-0002071,SUP-0112,MAT-00171,WH-US-RAW-01,FAC-US-01,2025-11-02,89,83,6,-3,True,2025-11-02T00:00:00
GR-0001776,PO-2025-01248,POL-0002072,SUP-0003,MAT-00946,WH-US-RAW-01,FAC-US-01,2025-12-25,183,150,33,2,True,2025-12-25T00:00:00
GR-0001777,PO-2025-01249,POL-0002073,SUP-0024,MAT-00268,WH-MX-RAW-01,FAC-MX-01,2025-05-14,4320,4034,286,2,True,2025-05-14T00:00:00
GR-0001778,PO-2025-01250,POL-0002074,SUP-0060,MAT-00009,WH-US-RAW-01,FAC-US-01,2026-01-13,1463,1283,180,2,True,2026-01-13T00:00:00
GR-0001779,PO-2025-01253,POL-0002080,SUP-0042,MAT-00663,WH-APAC-RAW-01,FAC-APAC-01,2026-03-02,882,862,20,3,True,2026-03-02T00:00:00
GR-0001780,PO-2025-01253,POL-0002081,SUP-0042,MAT-00796,WH-APAC-RAW-01,FAC-APAC-01,2026-02-27,2184,2084,100,0,True,2026-02-27T00:00:00
GR-0001781,PO-2025-01253,POL-0002082,SUP-0042,MAT-00608,WH-APAC-RAW-01,FAC-APAC-01,2026-02-23,594,541,53,-4,True,2026-02-23T00:00:00
GR-0001782,PO-2025-01253,POL-0002083,SUP-0042,MAT-00831,WH-APAC-RAW-01,FAC-APAC-01,2026-02-27,455,422,33,0,True,2026-02-27T00:00:00
GR-0001783,PO-2025-01257,POL-0002087,SUP-0092,MAT-00785,WH-APAC-RAW-01,FAC-APAC-01,2025-12-05,247,221,26,-3,True,2025-12-05T00:00:00
GR-0001784,PO-2025-01260,POL-0002090,SUP-0055,MAT-01170,WH-US-RAW-01,FAC-US-01,2025-07-11,163,163,0,-1,False,2025-07-11T00:00:00
GR-0001785,PO-2025-01260,POL-0002091,SUP-0055,MAT-00558,WH-US-RAW-01,FAC-US-01,2025-07-11,98,98,0,-1,False,2025-07-11T00:00:00
GR-0001786,PO-2025-01261,POL-0002092,SUP-0047,MAT-00070,WH-US-RAW-01,FAC-US-01,2025-11-12,104,104,0,-2,False,2025-11-12T00:00:00
GR-0001787,PO-2025-01262,POL-0002093,SUP-0033,MAT-00976,WH-MX-RAW-01,FAC-MX-01,2026-01-31,187,154,33,2,True,2026-01-31T00:00:00
GR-0001788,PO-2025-01263,POL-0002094,SUP-0043,MAT-01093,WH-US-RAW-01,FAC-US-01,2025-09-02,418,378,40,0,True,2025-09-02T00:00:00
GR-0001789,PO-2025-01263,POL-0002095,SUP-0043,MAT-00544,WH-US-RAW-01,FAC-US-01,2025-08-30,677,631,46,-3,True,2025-08-30T00:00:00
GR-0001790,PO-2025-01264,POL-0002096,SUP-0073,MAT-00128,WH-US-RAW-01,FAC-US-01,2026-01-17,1295,1149,146,-2,True,2026-01-17T00:00:00
GR-0001791,PO-2025-01265,POL-0002097,SUP-0012,MAT-00515,WH-US-RAW-01,FAC-US-01,2026-01-08,1656,1443,213,1,True,2026-01-08T00:00:00
GR-0001792,PO-2025-01265,POL-0002098,SUP-0012,MAT-00171,WH-US-RAW-01,FAC-US-01,2026-01-07,204,170,34,0,True,2026-01-07T00:00:00
GR-0001793,PO-2025-01265,POL-0002099,SUP-0012,MAT-00098,WH-US-RAW-01,FAC-US-01,2026-01-09,439,392,47,2,True,2026-01-09T00:00:00
GR-0001794,PO-2025-01265,POL-0002100,SUP-0012,MAT-00331,WH-US-RAW-01,FAC-US-01,2026-01-08,457,384,73,1,True,2026-01-08T00:00:00
GR-0001795,PO-2025-01266,POL-0002101,SUP-0087,MAT-00080,WH-EU-RAW-01,FAC-EU-01,2025-07-16,130,130,0,-2,False,2025-07-16T00:00:00
GR-0001796,PO-2025-01266,POL-0002102,SUP-0087,MAT-01115,WH-EU-RAW-01,FAC-EU-01,2025-07-16,2498,2445,53,-2,True,2025-07-16T00:00:00
GR-0001797,PO-2025-01266,POL-0002103,SUP-0087,MAT-00149,WH-EU-RAW-01,FAC-EU-01,2025-07-18,2252,2226,26,0,True,2025-07-18T00:00:00
GR-0001798,PO-2025-01267,POL-0002104,SUP-0036,MAT-00082,WH-EU-RAW-01,FAC-EU-01,2025-12-07,4078,4058,20,-2,True,2025-12-07T00:00:00
GR-0001799,PO-2025-01267,POL-0002105,SUP-0036,MAT-00529,WH-EU-RAW-01,FAC-EU-01,2025-12-10,75,75,0,1,False,2025-12-10T00:00:00
GR-0001800,PO-2025-01267,POL-0002106,SUP-0036,MAT-00675,WH-EU-RAW-01,FAC-EU-01,2025-12-06,220,214,6,-3,True,2025-12-06T00:00:00
GR-0001801,PO-2025-01267,POL-0002107,SUP-0036,MAT-00535,WH-EU-RAW-01,FAC-EU-01,2025-12-09,1138,1132,6,0,True,2025-12-09T00:00:00
GR-0001802,PO-2025-01268,POL-0002108,SUP-0025,MAT-00123,WH-EU-RAW-01,FAC-EU-01,2026-02-05,3781,3675,106,-1,True,2026-02-05T00:00:00
GR-0001803,PO-2025-01269,POL-0002109,SUP-0058,MAT-01159,WH-US-RAW-01,FAC-US-01,2025-12-06,1154,1108,46,-2,True,2025-12-06T00:00:00
GR-0001804,PO-2025-01269,POL-0002110,SUP-0058,MAT-01114,WH-US-RAW-01,FAC-US-01,2025-12-08,126,119,7,0,True,2025-12-08T00:00:00
GR-0001805,PO-2025-01269,POL-0002111,SUP-0058,MAT-00164,WH-US-RAW-01,FAC-US-01,2025-12-06,573,540,33,-2,True,2025-12-06T00:00:00
GR-0001806,PO-2025-01270,POL-0002112,SUP-0084,MAT-00985,WH-US-RAW-01,FAC-US-01,2025-03-13,450,403,47,0,True,2025-03-13T00:00:00
GR-0001807,PO-2025-01272,POL-0002114,SUP-0060,MAT-00009,WH-EU-RAW-01,FAC-EU-01,2025-10-16,2180,1947,233,0,True,2025-10-16T00:00:00
GR-0001808,PO-2025-01274,POL-0002116,SUP-0108,MAT-00154,WH-EU-RAW-01,FAC-EU-01,2025-08-26,2963,2643,320,3,True,2025-08-26T00:00:00
GR-0001809,PO-2025-01275,POL-0002117,SUP-0109,MAT-00604,WH-MX-RAW-01,FAC-MX-01,2025-12-31,1038,1032,6,-1,True,2025-12-31T00:00:00
GR-0001810,PO-2025-01276,POL-0002118,SUP-0005,MAT-00164,WH-US-RAW-01,FAC-US-01,2025-08-22,907,794,113,0,True,2025-08-22T00:00:00
GR-0001811,PO-2025-01276,POL-0002119,SUP-0005,MAT-00777,WH-US-RAW-01,FAC-US-01,2025-08-22,52,42,10,0,True,2025-08-22T00:00:00
GR-0001812,PO-2025-01276,POL-0002120,SUP-0005,MAT-01183,WH-US-RAW-01,FAC-US-01,2025-08-25,4995,4409,586,3,True,2025-08-25T00:00:00
GR-0001813,PO-2025-01276,POL-0002121,SUP-0005,MAT-00347,WH-US-RAW-01,FAC-US-01,2025-08-22,199,158,41,0,True,2025-08-22T00:00:00
GR-0001814,PO-2025-01277,POL-0002122,SUP-0057,MAT-00311,WH-US-RAW-01,FAC-US-01,2025-09-28,191,171,20,1,True,2025-09-28T00:00:00
GR-0001815,PO-2025-01278,POL-0002123,SUP-0117,MAT-00169,WH-APAC-RAW-01,FAC-APAC-01,2026-03-26,1826,1740,86,2,True,2026-03-26T00:00:00
GR-0001816,PO-2025-01279,POL-0002124,SUP-0066,MAT-00380,WH-MX-RAW-01,FAC-MX-01,2026-01-29,118,98,20,-3,True,2026-01-29T00:00:00
GR-0001817,PO-2025-01280,POL-0002125,SUP-0110,MAT-00343,WH-APAC-RAW-01,FAC-APAC-01,2025-06-05,2247,2047,200,6,True,2025-06-05T00:00:00
GR-0001818,PO-2025-01281,POL-0002126,SUP-0108,MAT-00154,WH-US-RAW-01,FAC-US-01,2025-10-30,3882,3522,360,-5,True,2025-10-30T00:00:00
GR-0001819,PO-2025-01282,POL-0002127,SUP-0016,MAT-00134,WH-MX-RAW-01,FAC-MX-01,2025-04-07,608,575,33,-4,True,2025-04-07T00:00:00
GR-0001820,PO-2025-01282,POL-0002128,SUP-0016,MAT-00800,WH-MX-RAW-01,FAC-MX-01,2025-04-19,854,801,53,8,True,2025-04-19T00:00:00
GR-0001821,PO-2025-01282,POL-0002129,SUP-0016,MAT-01038,WH-MX-RAW-01,FAC-MX-01,2025-04-16,820,767,53,5,True,2025-04-16T00:00:00
GR-0001822,PO-2025-01283,POL-0002130,SUP-0074,MAT-00453,WH-US-RAW-01,FAC-US-01,2025-11-20,351,311,40,-1,True,2025-11-20T00:00:00
GR-0001823,PO-2025-01283,POL-0002131,SUP-0074,MAT-00698,WH-US-RAW-01,FAC-US-01,2025-11-17,68,55,13,-4,True,2025-11-17T00:00:00
GR-0001824,PO-2025-01284,POL-0002132,SUP-0110,MAT-00713,WH-MX-RAW-01,FAC-MX-01,2026-01-09,2184,2018,166,1,True,2026-01-09T00:00:00
GR-0001825,PO-2025-01284,POL-0002133,SUP-0110,MAT-00299,WH-MX-RAW-01,FAC-MX-01,2026-01-10,1015,949,66,2,True,2026-01-10T00:00:00
GR-0001826,PO-2025-01285,POL-0002134,SUP-0012,MAT-00378,WH-MX-RAW-01,FAC-MX-01,2025-06-11,1533,1333,200,-3,True,2025-06-11T00:00:00
GR-0001827,PO-2025-01286,POL-0002135,SUP-0055,MAT-00741,WH-MX-RAW-01,FAC-MX-01,2025-09-16,51,51,0,2,False,2025-09-16T00:00:00
GR-0001828,PO-2025-01287,POL-0002136,SUP-0045,MAT-00047,WH-US-RAW-01,FAC-US-01,2025-10-18,234,221,13,0,True,2025-10-18T00:00:00
GR-0001829,PO-2025-01287,POL-0002137,SUP-0045,MAT-00228,WH-US-RAW-01,FAC-US-01,2025-10-18,4355,4049,306,0,True,2025-10-18T00:00:00
GR-0001830,PO-2025-01287,POL-0002138,SUP-0045,MAT-00011,WH-US-RAW-01,FAC-US-01,2025-10-17,2179,2006,173,-1,True,2025-10-17T00:00:00
GR-0001831,PO-2025-01287,POL-0002139,SUP-0045,MAT-00775,WH-US-RAW-01,FAC-US-01,2025-10-19,55,50,5,1,True,2025-10-19T00:00:00
GR-0001832,PO-2025-01290,POL-0002142,SUP-0006,MAT-00844,WH-MX-RAW-01,FAC-MX-01,2025-04-15,1054,1028,26,1,True,2025-04-15T00:00:00
GR-0001833,PO-2025-01290,POL-0002143,SUP-0006,MAT-00206,WH-MX-RAW-01,FAC-MX-01,2025-04-14,107,94,13,0,True,2025-04-14T00:00:00
GR-0001834,PO-2025-01290,POL-0002144,SUP-0006,MAT-01099,WH-MX-RAW-01,FAC-MX-01,2025-04-12,1562,1502,60,-2,True,2025-04-12T00:00:00
GR-0001835,PO-2025-01290,POL-0002145,SUP-0006,MAT-00967,WH-MX-RAW-01,FAC-MX-01,2025-04-16,1062,1009,53,2,True,2025-04-16T00:00:00
GR-0001836,PO-2025-01291,POL-0002146,SUP-0114,MAT-00394,WH-US-RAW-01,FAC-US-01,2026-02-12,411,364,47,4,True,2026-02-12T00:00:00
GR-0001837,PO-2025-01291,POL-0002147,SUP-0114,MAT-00470,WH-US-RAW-01,FAC-US-01,2026-02-08,27,25,2,0,True,2026-02-08T00:00:00
GR-0001838,PO-2025-01292,POL-0002148,SUP-0118,MAT-00304,WH-EU-RAW-01,FAC-EU-01,2025-10-27,314,281,33,3,True,2025-10-27T00:00:00
GR-0001839,PO-2025-01293,POL-0002149,SUP-0012,MAT-00965,WH-APAC-RAW-01,FAC-APAC-01,2025-10-21,855,782,73,4,True,2025-10-21T00:00:00
GR-0001840,PO-2025-01294,POL-0002150,SUP-0083,MAT-00609,WH-US-RAW-01,FAC-US-01,2026-02-17,2002,1889,113,0,True,2026-02-17T00:00:00
GR-0001841,PO-2025-01295,POL-0002151,SUP-0110,MAT-00549,WH-MX-RAW-01,FAC-MX-01,2026-04-18,1407,1341,66,7,True,2026-04-18T00:00:00
GR-0001842,PO-2025-01295,POL-0002152,SUP-0110,MAT-00237,WH-MX-RAW-01,FAC-MX-01,2026-04-16,4744,4364,380,5,True,2026-04-16T00:00:00
GR-0001843,PO-2025-01295,POL-0002153,SUP-0110,MAT-00711,WH-MX-RAW-01,FAC-MX-01,2026-04-15,3668,3415,253,4,True,2026-04-15T00:00:00
GR-0001844,PO-2025-01297,POL-0002158,SUP-0084,MAT-00895,WH-APAC-RAW-01,FAC-APAC-01,2025-12-19,1218,1172,46,-4,True,2025-12-19T00:00:00
GR-0001845,PO-2025-01297,POL-0002159,SUP-0084,MAT-01003,WH-APAC-RAW-01,FAC-APAC-01,2025-12-20,1613,1553,60,-3,True,2025-12-20T00:00:00
GR-0001846,PO-2025-01297,POL-0002160,SUP-0084,MAT-00084,WH-APAC-RAW-01,FAC-APAC-01,2025-12-25,848,782,66,2,True,2025-12-25T00:00:00
GR-0001847,PO-2025-01298,POL-0002161,SUP-0041,MAT-00952,WH-EU-RAW-01,FAC-EU-01,2025-10-10,110,104,6,3,True,2025-10-10T00:00:00
GR-0001848,PO-2025-01299,POL-0002162,SUP-0064,MAT-00049,WH-APAC-RAW-01,FAC-APAC-01,2026-02-26,1924,1798,126,5,True,2026-02-26T00:00:00
GR-0001849,PO-2025-01299,POL-0002163,SUP-0064,MAT-00675,WH-APAC-RAW-01,FAC-APAC-01,2026-02-24,197,177,20,3,True,2026-02-24T00:00:00
GR-0001850,PO-2025-01299,POL-0002164,SUP-0064,MAT-00159,WH-APAC-RAW-01,FAC-APAC-01,2026-02-21,71,71,0,0,False,2026-02-21T00:00:00
GR-0001851,PO-2025-01300,POL-0002165,SUP-0005,MAT-00259,WH-US-RAW-01,FAC-US-01,2025-08-29,4199,3739,460,-3,True,2025-08-29T00:00:00
GR-0001852,PO-2025-01300,POL-0002166,SUP-0005,MAT-00590,WH-US-RAW-01,FAC-US-01,2025-09-01,982,882,100,0,True,2025-09-01T00:00:00
GR-0001853,PO-2025-01301,POL-0002167,SUP-0115,MAT-00264,WH-US-RAW-01,FAC-US-01,2025-12-24,161,135,26,0,True,2025-12-24T00:00:00
GR-0001854,PO-2025-01302,POL-0002168,SUP-0055,MAT-00458,WH-US-RAW-01,FAC-US-01,2025-10-10,246,240,6,-2,True,2025-10-10T00:00:00
GR-0001855,PO-2025-01303,POL-0002169,SUP-0052,MAT-01146,WH-US-RAW-01,FAC-US-01,2026-01-18,73,66,7,-1,True,2026-01-18T00:00:00
GR-0001856,PO-2025-01303,POL-0002170,SUP-0052,MAT-00299,WH-US-RAW-01,FAC-US-01,2026-01-24,347,314,33,5,True,2026-01-24T00:00:00
GR-0001857,PO-2025-01304,POL-0002171,SUP-0095,MAT-00911,WH-APAC-RAW-01,FAC-APAC-01,2025-08-17,126,105,21,-1,True,2025-08-17T00:00:00
GR-0001858,PO-2025-01306,POL-0002175,SUP-0020,MAT-00570,WH-EU-RAW-01,FAC-EU-01,2026-04-15,135,122,13,2,True,2026-04-15T00:00:00
GR-0001859,PO-2025-01306,POL-0002176,SUP-0020,MAT-00101,WH-EU-RAW-01,FAC-EU-01,2026-04-21,939,866,73,8,True,2026-04-21T00:00:00
GR-0001860,PO-2025-01307,POL-0002177,SUP-0109,MAT-00736,WH-EU-RAW-01,FAC-EU-01,2025-06-07,596,596,0,-2,False,2025-06-07T00:00:00
GR-0001861,PO-2025-01308,POL-0002178,SUP-0065,MAT-00680,WH-MX-RAW-01,FAC-MX-01,2025-12-21,2093,1880,213,5,True,2025-12-21T00:00:00
GR-0001862,PO-2025-01309,POL-0002179,SUP-0019,MAT-00910,WH-US-RAW-01,FAC-US-01,2025-08-10,969,856,113,-1,True,2025-08-10T00:00:00
GR-0001863,PO-2025-01310,POL-0002180,SUP-0058,MAT-00457,WH-MX-RAW-01,FAC-MX-01,2025-04-22,1234,1174,60,0,True,2025-04-22T00:00:00
GR-0001864,PO-2025-01310,POL-0002181,SUP-0058,MAT-00733,WH-MX-RAW-01,FAC-MX-01,2025-04-22,1879,1819,60,0,True,2025-04-22T00:00:00
GR-0001865,PO-2025-01310,POL-0002182,SUP-0058,MAT-00042,WH-MX-RAW-01,FAC-MX-01,2025-04-24,152,152,0,2,False,2025-04-24T00:00:00
GR-0001866,PO-2025-01311,POL-0002183,SUP-0094,MAT-00399,WH-MX-RAW-01,FAC-MX-01,2025-04-08,345,345,0,-1,False,2025-04-08T00:00:00
GR-0001867,PO-2025-01312,POL-0002184,SUP-0099,MAT-00815,WH-APAC-RAW-01,FAC-APAC-01,2025-07-15,2995,2975,20,-1,True,2025-07-15T00:00:00
GR-0001868,PO-2025-01312,POL-0002185,SUP-0099,MAT-00370,WH-APAC-RAW-01,FAC-APAC-01,2025-07-14,229,229,0,-2,False,2025-07-14T00:00:00
GR-0001869,PO-2025-01313,POL-0002186,SUP-0057,MAT-00019,WH-APAC-RAW-01,FAC-APAC-01,2026-03-23,500,467,33,2,True,2026-03-23T00:00:00
GR-0001870,PO-2025-01314,POL-0002187,SUP-0036,MAT-00436,WH-APAC-RAW-01,FAC-APAC-01,2025-08-28,140,140,0,-2,False,2025-08-28T00:00:00
GR-0001871,PO-2025-01316,POL-0002190,SUP-0037,MAT-00671,WH-APAC-RAW-01,FAC-APAC-01,2025-12-25,1669,1589,80,-2,True,2025-12-25T00:00:00
GR-0001872,PO-2025-01316,POL-0002191,SUP-0037,MAT-00059,WH-APAC-RAW-01,FAC-APAC-01,2025-12-27,1050,990,60,0,True,2025-12-27T00:00:00
GR-0001873,PO-2025-01316,POL-0002192,SUP-0037,MAT-01022,WH-APAC-RAW-01,FAC-APAC-01,2025-12-23,813,780,33,-4,True,2025-12-23T00:00:00
GR-0001874,PO-2025-01317,POL-0002193,SUP-0004,MAT-00776,WH-US-RAW-01,FAC-US-01,2025-11-16,311,271,40,1,True,2025-11-16T00:00:00
GR-0001875,PO-2025-01318,POL-0002194,SUP-0094,MAT-00437,WH-EU-RAW-01,FAC-EU-01,2025-12-12,3399,3386,13,0,True,2025-12-12T00:00:00
GR-0001876,PO-2025-01319,POL-0002195,SUP-0012,MAT-00735,WH-EU-RAW-01,FAC-EU-01,2025-11-30,315,289,26,3,True,2025-11-30T00:00:00
GR-0001877,PO-2025-01320,POL-0002196,SUP-0002,MAT-00286,WH-MX-RAW-01,FAC-MX-01,2026-02-16,4312,3872,440,4,True,2026-02-16T00:00:00
GR-0001878,PO-2025-01321,POL-0002197,SUP-0099,MAT-00892,WH-MX-RAW-01,FAC-MX-01,2025-09-01,170,170,0,-1,False,2025-09-01T00:00:00
GR-0001879,PO-2025-01321,POL-0002198,SUP-0099,MAT-00907,WH-MX-RAW-01,FAC-MX-01,2025-09-01,1631,1618,13,-1,True,2025-09-01T00:00:00
GR-0001880,PO-2025-01322,POL-0002199,SUP-0065,MAT-00995,WH-APAC-RAW-01,FAC-APAC-01,2025-10-22,1049,949,100,1,True,2025-10-22T00:00:00
GR-0001881,PO-2025-01322,POL-0002200,SUP-0065,MAT-00179,WH-APAC-RAW-01,FAC-APAC-01,2025-10-21,131,104,27,0,True,2025-10-21T00:00:00
GR-0001882,PO-2025-01322,POL-0002201,SUP-0065,MAT-01110,WH-APAC-RAW-01,FAC-APAC-01,2025-10-21,117,104,13,0,True,2025-10-21T00:00:00
GR-0001883,PO-2025-01323,POL-0002202,SUP-0011,MAT-00363,WH-US-RAW-01,FAC-US-01,2026-04-10,4599,4186,413,-1,True,2026-04-10T00:00:00
GR-0001884,PO-2025-01323,POL-0002203,SUP-0011,MAT-00784,WH-US-RAW-01,FAC-US-01,2026-04-11,341,321,20,0,True,2026-04-11T00:00:00
GR-0001885,PO-2025-01326,POL-0002206,SUP-0025,MAT-00322,WH-US-RAW-01,FAC-US-01,2025-10-22,608,595,13,0,True,2025-10-22T00:00:00
GR-0001886,PO-2025-01326,POL-0002207,SUP-0025,MAT-00379,WH-US-RAW-01,FAC-US-01,2025-10-22,1604,1558,46,0,True,2025-10-22T00:00:00
GR-0001887,PO-2025-01326,POL-0002208,SUP-0025,MAT-00857,WH-US-RAW-01,FAC-US-01,2025-10-21,690,677,13,-1,True,2025-10-21T00:00:00
GR-0001888,PO-2025-01327,POL-0002209,SUP-0008,MAT-01199,WH-US-RAW-01,FAC-US-01,2026-03-03,490,430,60,2,True,2026-03-03T00:00:00
