po_line_id,po_id,line_number,material_id,quantity_ordered,unit_price,line_total,line_status
POL-0002965,PO-2025-01790,1,MAT-00496,479,44.28,21210.12,DELIVERED
POL-0002966,PO-2025-01790,2,MAT-00574,125,20.04,2505.0,DELIVERED
POL-0002967,PO-2025-01791,1,MAT-00822,95,129.03,12257.85,DELIVERED
POL-0002968,PO-2025-01791,2,MAT-00005,1297,21.07,27327.79,DELIVERED
POL-0002969,PO-2025-01791,3,MAT-00705,3617,4.83,17470.11,DELIVERED
POL-0002970,PO-2025-01791,4,MAT-00391,59,9.74,574.66,DELIVERED
POL-0002971,PO-2025-01792,1,MAT-01102,136,1.65,224.4,DELIVERED
POL-0002972,PO-2025-01792,2,MAT-01036,2374,155.05,368088.7,DELIVERED
POL-0002973,PO-2025-01793,1,MAT-00988,514,65.33,33579.62,DELIVERED
POL-0002974,PO-2025-01793,2,MAT-01088,227,33.16,7527.32,DELIVERED
POL-0002975,PO-2025-01793,3,MAT-01139,117,51.2,5990.4,DELIVERED
POL-0002976,PO-2025-01794,1,MAT-01089,82,17.94,1471.08,DELIVERED
POL-0002977,PO-2025-01795,1,MAT-01066,561,8.04,4510.44,DELIVERED
POL-0002978,PO-2025-01796,1,MAT-00294,202,62.71,12667.42,DELIVERED
POL-0002979,PO-2025-01797,1,MAT-00620,161,31.76,5113.36,DELIVERED
POL-0002980,PO-2025-01798,1,MAT-00869,47,57.93,2722.71,DELIVERED
POL-0002981,PO-2025-01799,1,MAT-00267,2922,145.15,424128.3,DELIVERED
POL-0002982,PO-2025-01800,1,MAT-00191,240,16.95,4068.0,CANCELLED
POL-0002983,PO-2025-01800,2,MAT-01182,364,116.22,42304.08,CANCELLED
POL-0002984,PO-2025-01800,3,MAT-01106,106,8.11,859.66,CANCELLED
POL-0002985,PO-2025-01801,1,MAT-01159,1811,76.87,139211.57,OVERDUE
POL-0002986,PO-2025-01802,1,MAT-00157,209,216.85,45321.65,DELIVERED
POL-0002987,PO-2025-01802,2,MAT-00356,330,7.8,2574.0,DELIVERED
POL-0002988,PO-2025-01803,1,MAT-00232,1033,31.99,33045.67,DELIVERED
POL-0002989,PO-2025-01804,1,MAT-00399,131,22.77,2982.87,DELIVERED
POL-0002990,PO-2025-01805,1,MAT-00085,186,10.07,1873.02,IN_TRANSIT
POL-0002991,PO-2025-01806,1,MAT-00308,906,12.64,11451.84,DELIVERED
POL-0002992,PO-2025-01806,2,MAT-00008,66,60.03,3961.98,DELIVERED
POL-0002993,PO-2025-01807,1,MAT-01002,648,76.22,49390.56,DELIVERED
POL-0002994,PO-2025-01808,1,MAT-01086,122,38.69,4720.18,DELIVERED
POL-0002995,PO-2025-01808,2,MAT-00552,1311,23.06,30231.66,DELIVERED
POL-0002996,PO-2025-01809,1,MAT-00270,34,31.02,1054.68,DELIVERED
POL-0002997,PO-2025-01810,1,MAT-00351,300,37.0,11100.0,DELIVERED
POL-0002998,PO-2025-01811,1,MAT-00816,216,4.83,1043.28,DELIVERED
POL-0002999,PO-2025-01811,2,MAT-01112,2364,34.47,81487.08,DELIVERED
POL-0003000,PO-2025-01812,1,MAT-00387,240,36.38,8731.2,DELIVERED
POL-0003001,PO-2025-01813,1,MAT-00291,1041,21.89,22787.49,DELIVERED
POL-0003002,PO-2025-01813,2,MAT-00101,1045,5.32,5559.4,DELIVERED
POL-0003003,PO-2025-01814,1,MAT-00532,1538,4.5,6921.0,CANCELLED
POL-0003004,PO-2025-01815,1,MAT-00995,3000,8.66,25980.0,DELIVERED
POL-0003005,PO-2025-01816,1,MAT-00205,356,5.44,1936.64,DELIVERED
POL-0003006,PO-2025-01817,1,MAT-00886,55,203.43,11188.65,IN_TRANSIT
POL-0003007,PO-2025-01817,2,MAT-00265,1200,19.46,23352.0,IN_TRANSIT
POL-0003008,PO-2025-01818,1,MAT-01171,3198,56.02,179151.96,DELIVERED
POL-0003009,PO-2025-01818,2,MAT-00723,75,5.49,411.75,DELIVERED
POL-0003010,PO-2025-01819,1,MAT-00465,330,22.89,7553.7,DELIVERED
POL-0003011,PO-2025-01819,2,MAT-00405,1003,15.34,15386.02,DELIVERED
POL-0003012,PO-2025-01819,3,MAT-01200,590,112.14,66162.6,DELIVERED
POL-0003013,PO-2025-01820,1,MAT-00331,463,25.68,11889.84,DELIVERED
POL-0003014,PO-2025-01820,2,MAT-00661,106,12.91,1368.46,DELIVERED
POL-0003015,PO-2025-01820,3,MAT-00159,67,6.41,429.47,DELIVERED
POL-0003016,PO-2025-01821,1,MAT-00433,107,18.12,1938.84,DELIVERED
POL-0003017,PO-2025-01822,1,MAT-00956,248,82.45,20447.6,DELIVERED
POL-0003018,PO-2025-01822,2,MAT-00635,2329,8.68,20215.72,DELIVERED
POL-0003019,PO-2025-01822,3,MAT-00613,3245,36.77,119318.65,DELIVERED
POL-0003020,PO-2025-01823,1,MAT-00958,3405,41.38,140898.9,DELIVERED
POL-0003021,PO-2025-01824,1,MAT-01060,1202,16.97,20397.94,DELIVERED
POL-0003022,PO-2025-01824,2,MAT-00963,1955,31.8,62169.0,DELIVERED
POL-0003023,PO-2025-01825,1,MAT-00483,203,4.36,885.08,DELIVERED
POL-0003024,PO-2025-01825,2,MAT-00392,885,47.29,41851.65,DELIVERED
POL-0003025,PO-2025-01825,3,MAT-00405,879,15.34,13483.86,DELIVERED
POL-0003026,PO-2025-01826,1,MAT-00702,244,85.18,20783.92,DELIVERED
POL-0003027,PO-2025-01827,1,MAT-00771,4010,52.83,211848.3,DELIVERED
POL-0003028,PO-2025-01827,2,MAT-00630,47,90.2,4239.4,DELIVERED
POL-0003029,PO-2025-01827,3,MAT-01062,446,1.48,660.08,DELIVERED
POL-0003030,PO-2025-01828,1,MAT-00089,4712,13.87,65355.44,DELIVERED
POL-0003031,PO-2025-01829,1,MAT-00039,133,6.02,800.66,DELIVERED
POL-0003032,PO-2025-01829,2,MAT-00104,87,9.85,856.95,DELIVERED
POL-0003033,PO-2025-01830,1,MAT-00103,604,16.35,9875.4,DELIVERED
POL-0003034,PO-2025-01831,1,MAT-00468,655,58.82,38527.1,DELIVERED
POL-0003035,PO-2025-01831,2,MAT-00284,375,6.4,2400.0,DELIVERED
POL-0003036,PO-2025-01831,3,MAT-00536,1687,25.16,42444.92,DELIVERED
POL-0003037,PO-2025-01832,1,MAT-00068,845,81.19,68605.55,DELIVERED
POL-0003038,PO-2025-01833,1,MAT-00174,796,39.12,31139.52,OVERDUE
POL-0003039,PO-2025-01833,2,MAT-00496,358,44.28,15852.24,OVERDUE
POL-0003040,PO-2025-01834,1,MAT-00233,464,29.51,13692.64,DELIVERED
POL-0003041,PO-2025-01835,1,MAT-00530,525,8.81,4625.25,DELIVERED
POL-0003042,PO-2025-01835,2,MAT-00024,353,4.87,1719.11,DELIVERED
POL-0003043,PO-2025-01835,3,MAT-01069,515,16.35,8420.25,DELIVERED
POL-0003044,PO-2025-01835,4,MAT-00457,1869,22.22,41529.18,DELIVERED
POL-0003045,PO-2025-01836,1,MAT-00676,1650,10.15,16747.5,DELIVERED
POL-0003046,PO-2025-01837,1,MAT-00497,2925,7.66,22405.5,DELIVERED
POL-0003047,PO-2025-01837,2,MAT-00977,209,15.0,3135.0,DELIVERED
POL-0003048,PO-2025-01837,3,MAT-00169,2465,20.81,51296.65,DELIVERED
POL-0003049,PO-2025-01838,1,MAT-00511,82,36.13,2962.66,DELIVERED
POL-0003050,PO-2025-01838,2,MAT-00617,142,28.11,3991.62,DELIVERED
POL-0003051,PO-2025-01839,1,MAT-00484,786,31.07,24421.02,DELIVERED
POL-0003052,PO-2025-01839,2,MAT-01153,531,12.76,6775.56,DELIVERED
POL-0003053,PO-2025-01840,1,MAT-00078,317,19.35,6133.95,DELIVERED
POL-0003054,PO-2025-01841,1,MAT-00639,218,5.89,1284.02,DELIVERED
POL-0003055,PO-2025-01842,1,MAT-00666,1171,31.46,36839.66,DELIVERED
POL-0003056,PO-2025-01843,1,MAT-00361,393,48.82,19186.26,DELIVERED
POL-0003057,PO-2025-01844,1,MAT-00126,207,271.29,56157.03,CANCELLED
POL-0003058,PO-2025-01844,2,MAT-01170,94,64.75,6086.5,CANCELLED
POL-0003059,PO-2025-01844,3,MAT-00403,555,28.29,15700.95,CANCELLED
POL-0003060,PO-2025-01845,1,MAT-00474,395,123.61,48825.95,DELIVERED
POL-0003061,PO-2025-01845,2,MAT-00376,2082,10.96,22818.72,DELIVERED
POL-0003062,PO-2025-01845,3,MAT-00711,1698,34.88,59226.24,DELIVERED
POL-0003063,PO-2025-01846,1,MAT-00961,209,49.49,10343.41,DELIVERED
POL-0003064,PO-2025-01847,1,MAT-01047,96,57.37,5507.52,DELIVERED
POL-0003065,PO-2025-01847,2,MAT-00698,49,6.02,294.98,DELIVERED
POL-0003066,PO-2025-01847,3,MAT-00427,60,8.13,487.8,DELIVERED
POL-0003067,PO-2025-01848,1,MAT-00472,857,2.18,1868.26,PENDING
POL-0003068,PO-2025-01849,1,MAT-00601,124,63.86,7918.64,DELIVERED
POL-0003069,PO-2025-01849,2,MAT-00940,407,14.26,5803.82,DELIVERED
POL-0003070,PO-2025-01850,1,MAT-00496,649,44.28,28737.72,DELIVERED
POL-0003071,PO-2025-01850,2,MAT-00258,997,12.63,12592.11,DELIVERED
POL-0003072,PO-2025-01850,3,MAT-00271,1153,130.15,150062.95,DELIVERED
POL-0003073,PO-2025-01851,1,MAT-00059,1568,39.01,61167.68,DELIVERED
POL-0003074,PO-2025-01852,1,MAT-01022,523,14.64,7656.72,DELIVERED
POL-0003075,PO-2025-01852,2,MAT-00312,114,94.45,10767.3,DELIVERED
POL-0003076,PO-2025-01853,1,MAT-00613,3482,36.77,128033.14,DELIVERED
POL-0003077,PO-2025-01854,1,MAT-00761,210,14.1,2961.0,DELIVERED
POL-0003078,PO-2025-01855,1,MAT-00073,218,24.11,5255.98,PENDING
POL-0003079,PO-2025-01855,2,MAT-00708,4613,170.09,784625.17,PENDING
POL-0003080,PO-2025-01856,1,MAT-00716,2024,87.73,177565.52,DELIVERED
POL-0003081,PO-2025-01857,1,MAT-00141,201,33.2,6673.2,DELIVERED
POL-0003082,PO-2025-01858,1,MAT-00734,2095,3.9,8170.5,OVERDUE
POL-0003083,PO-2025-01859,1,MAT-00356,413,7.8,3221.4,DELIVERED
POL-0003084,PO-2025-01860,1,MAT-00247,1297,15.77,20453.69,PENDING
POL-0003085,PO-2025-01860,2,MAT-01099,3628,64.93,235566.04,PENDING
POL-0003086,PO-2025-01860,3,MAT-00886,97,203.43,19732.71,PENDING
POL-0003087,PO-2025-01861,1,MAT-00270,56,31.02,1737.12,DELIVERED
POL-0003088,PO-2025-01861,2,MAT-00593,403,45.4,18296.2,DELIVERED
POL-0003089,PO-2025-01861,3,MAT-00644,171,4.89,836.19,DELIVERED
POL-0003090,PO-2025-01862,1,MAT-00790,1309,4.0,5236.0,DELIVERED
POL-0003091,PO-2025-01863,1,MAT-00389,1168,70.87,82776.16,DELIVERED
POL-0003092,PO-2025-01863,2,MAT-00078,359,19.35,6946.65,DELIVERED
POL-0003093,PO-2025-01863,3,MAT-00162,466,66.09,30797.94,DELIVERED
POL-0003094,PO-2025-01864,1,MAT-00856,294,14.88,4374.72,DELIVERED
POL-0003095,PO-2025-01864,2,MAT-01052,309,39.07,12072.63,DELIVERED
POL-0003096,PO-2025-01865,1,MAT-01142,4583,119.95,549730.85,DELIVERED
POL-0003097,PO-2025-01865,2,MAT-00235,1271,252.41,320813.11,DELIVERED
POL-0003098,PO-2025-01866,1,MAT-00498,785,20.15,15817.75,CANCELLED
POL-0003099,PO-2025-01867,1,MAT-00722,59,4.1,241.9,OVERDUE
POL-0003100,PO-2025-01867,2,MAT-00718,175,29.18,5106.5,OVERDUE
POL-0003101,PO-2025-01867,3,MAT-00782,584,5.92,3457.28,OVERDUE
POL-0003102,PO-2025-01868,1,MAT-00820,524,90.41,47374.84,DELIVERED
POL-0003103,PO-2025-01869,1,MAT-00320,493,22.51,11097.43,DELIVERED
POL-0003104,PO-2025-01869,2,MAT-00230,184,57.9,10653.6,DELIVERED
POL-0003105,PO-2025-01870,1,MAT-00595,120,75.23,9027.6,DELIVERED
POL-0003106,PO-2025-01871,1,MAT-00580,3847,89.7,345075.9,DELIVERED
POL-0003107,PO-2025-01871,2,MAT-00059,2418,39.01,94326.18,DELIVERED
POL-0003108,PO-2025-01872,1,MAT-00455,77,15.14,1165.78,DELIVERED
POL-0003109,PO-2025-01872,2,MAT-01197,878,23.44,20580.32,DELIVERED
POL-0003110,PO-2025-01872,3,MAT-01167,1242,114.2,141836.4,DELIVERED
POL-0003111,PO-2025-01872,4,MAT-00523,2386,13.51,32234.86,DELIVERED
POL-0003112,PO-2025-01873,1,MAT-00582,127,15.45,1962.15,DELIVERED
POL-0003113,PO-2025-01874,1,MAT-00540,1335,14.25,19023.75,DELIVERED
POL-0003114,PO-2025-01875,1,MAT-00764,334,22.3,7448.2,DELIVERED
POL-0003115,PO-2025-01875,2,MAT-00624,60,113.97,6838.2,DELIVERED
POL-0003116,PO-2025-01875,3,MAT-00094,120,17.19,2062.8,DELIVERED
POL-0003117,PO-2025-01876,1,MAT-00749,100,12.8,1280.0,CANCELLED
POL-0003118,PO-2025-01877,1,MAT-01032,532,4.18,2223.76,DELIVERED
POL-0003119,PO-2025-01877,2,MAT-00067,76,23.77,1806.52,DELIVERED
POL-0003120,PO-2025-01877,3,MAT-01084,216,229.9,49658.4,DELIVERED
POL-0003121,PO-2025-01878,1,MAT-00709,102,2.49,253.98,DELIVERED
POL-0003122,PO-2025-01879,1,MAT-00977,125,15.0,1875.0,DELIVERED
POL-0003123,PO-2025-01880,1,MAT-01142,2662,119.95,319306.9,DELIVERED
POL-0003124,PO-2025-01881,1,MAT-00761,70,14.1,987.0,DELIVERED
POL-0003125,PO-2025-01882,1,MAT-00538,540,15.39,8310.6,CANCELLED
POL-0003126,PO-2025-01882,2,MAT-00658,273,24.03,6560.19,CANCELLED
POL-0003127,PO-2025-01882,3,MAT-00119,2493,85.15,212278.95,CANCELLED
POL-0003128,PO-2025-01882,4,MAT-00606,839,220.63,185108.57,CANCELLED
POL-0003129,PO-2025-01883,1,MAT-00065,88,64.8,5702.4,DELIVERED
POL-0003130,PO-2025-01884,1,MAT-00486,138,5.73,790.74,PENDING
POL-0003131,PO-2025-01885,1,MAT-00440,49,24.07,1179.43,DELIVERED
POL-0003132,PO-2025-01885,2,MAT-00451,204,23.45,4783.8,DELIVERED
POL-0003133,PO-2025-01886,1,MAT-00122,225,9.54,2146.5,DELIVERED
POL-0003134,PO-2025-01887,1,MAT-00630,52,90.2,4690.4,DELIVERED
POL-0003135,PO-2025-01887,2,MAT-00897,124,19.49,2416.76,DELIVERED
POL-0003136,PO-2025-01887,3,MAT-01160,121,18.22,2204.62,DELIVERED
POL-0003137,PO-2025-01887,4,MAT-00846,56,41.22,2308.32,DELIVERED
POL-0003138,PO-2025-01888,1,MAT-00556,3772,16.6,62615.2,DELIVERED
POL-0003139,PO-2025-01888,2,MAT-00736,699,39.69,27743.31,DELIVERED
POL-0003140,PO-2025-01889,1,MAT-00774,2309,76.97,177723.73,DELIVERED
POL-0003141,PO-2025-01890,1,MAT-00828,379,15.32,5806.28,DELIVERED
POL-0003142,PO-2025-01891,1,MAT-00588,718,10.35,7431.3,IN_TRANSIT
POL-0003143,PO-2025-01892,1,MAT-00210,123,1869.34,229928.82,IN_TRANSIT
POL-0003144,PO-2025-01893,1,MAT-01155,351,149.31,52407.81,DELIVERED
POL-0003145,PO-2025-01894,1,MAT-01039,117,30.4,3556.8,DELIVERED
POL-0003146,PO-2025-01895,1,MAT-01111,1554,19.73,30660.42,DELIVERED
POL-0003147,PO-2025-01896,1,MAT-00602,56,10.19,570.64,PENDING
POL-0003148,PO-2025-01896,2,MAT-01141,2526,20.07,50696.82,PENDING
POL-0003149,PO-2025-01897,1,MAT-00397,1447,3.9,5643.3,PENDING
POL-0003150,PO-2025-01898,1,MAT-00662,1640,15.18,24895.2,DELIVERED
POL-0003151,PO-2025-01899,1,MAT-00532,1765,4.5,7942.5,DELIVERED
POL-0003152,PO-2025-01899,2,MAT-00145,1977,34.36,67929.72,DELIVERED
POL-0003153,PO-2025-01899,3,MAT-00946,193,7.45,1437.85,DELIVERED
POL-0003154,PO-2025-01900,1,MAT-00158,1087,40.12,43610.44,DELIVERED
POL-0003155,PO-2025-01900,2,MAT-00226,232,87.58,20318.56,DELIVERED
POL-0003156,PO-2025-01900,3,MAT-00065,94,64.8,6091.2,DELIVERED
POL-0003157,PO-2025-01901,1,MAT-00779,170,21.57,3666.9,OVERDUE
POL-0003158,PO-2025-01901,2,MAT-00510,367,9.74,3574.58,OVERDUE
POL-0003159,PO-2025-01902,1,MAT-00838,236,8.08,1906.88,DELIVERED
POL-0003160,PO-2025-01903,1,MAT-00190,3462,4.66,16132.92,DELIVERED
POL-0003161,PO-2025-01903,2,MAT-00646,438,20.48,8970.24,DELIVERED
POL-0003162,PO-2025-01903,3,MAT-00775,120,47.0,5640.0,DELIVERED
POL-0003163,PO-2025-01904,1,MAT-00293,205,13.28,2722.4,DELIVERED
POL-0003164,PO-2025-01904,2,MAT-00593,313,45.4,14210.2,DELIVERED
POL-0003165,PO-2025-01905,1,MAT-00093,1005,11.8,11859.0,DELIVERED
POL-0003166,PO-2025-01906,1,MAT-01057,3249,27.41,89055.09,CANCELLED
POL-0003167,PO-2025-01906,2,MAT-00213,562,76.17,42807.54,CANCELLED
POL-0003168,PO-2025-01906,3,MAT-00701,4686,13.66,64010.76,CANCELLED
POL-0003169,PO-2025-01906,4,MAT-00475,1626,149.15,242517.9,CANCELLED
POL-0003170,PO-2025-01907,1,MAT-00238,2801,30.05,84170.05,PENDING
POL-0003171,PO-2025-01908,1,MAT-01029,416,54.15,22526.4,DELIVERED
POL-0003172,PO-2025-01908,2,MAT-00792,281,30.47,8562.07,DELIVERED
POL-0003173,PO-2025-01909,1,MAT-00607,51,10.84,552.84,DELIVERED
POL-0003174,PO-2025-01910,1,MAT-00725,4058,28.78,116789.24,DELIVERED
POL-0003175,PO-2025-01911,1,MAT-00938,281,54.51,15317.31,DELIVERED
POL-0003176,PO-2025-01911,2,MAT-00549,1109,41.83,46389.47,DELIVERED
POL-0003177,PO-2025-01912,1,MAT-00440,86,24.07,2070.02,DELIVERED
POL-0003178,PO-2025-01912,2,MAT-01076,279,15.38,4291.02,DELIVERED
POL-0003179,PO-2025-01913,1,MAT-00471,243,17.46,4242.78,DELIVERED
POL-0003180,PO-2025-01914,1,MAT-00592,110,16.09,1769.9,DELIVERED
POL-0003181,PO-2025-01915,1,MAT-00009,2118,16.69,35349.42,DELIVERED
POL-0003182,PO-2025-01916,1,MAT-00719,1195,17.76,21223.2,DELIVERED
POL-0003183,PO-2025-01916,2,MAT-00813,49,137.77,6750.73,DELIVERED
POL-0003184,PO-2025-01917,1,MAT-00075,178,1.59,283.02,CANCELLED
POL-0003185,PO-2025-01917,2,MAT-00605,2628,39.73,104410.44,CANCELLED
POL-0003186,PO-2025-01918,1,MAT-00194,2362,6.96,16439.52,DELIVERED
POL-0003187,PO-2025-01919,1,MAT-00044,65,20.06,1303.9,DELIVERED
POL-0003188,PO-2025-01919,2,MAT-00616,2253,30.43,68558.79,DELIVERED
POL-0003189,PO-2025-01919,3,MAT-00776,1024,4.92,5038.08,DELIVERED
POL-0003190,PO-2025-01919,4,MAT-01196,4265,44.16,188342.4,DELIVERED
POL-0003191,PO-2025-01920,1,MAT-00557,99,14.49,1434.51,DELIVERED
POL-0003192,PO-2025-01920,2,MAT-00219,55,15.65,860.75,DELIVERED
POL-0003193,PO-2025-01920,3,MAT-00110,468,22.42,10492.56,DELIVERED
POL-0003194,PO-2025-01921,1,MAT-00934,239,2.13,509.07,DELIVERED
POL-0003195,PO-2025-01922,1,MAT-00455,44,15.14,666.16,DELIVERED
POL-0003196,PO-2025-01923,1,MAT-00414,4539,95.4,433020.6,DELIVERED
POL-0003197,PO-2025-01924,1,MAT-00906,211,28.07,5922.77,DELIVERED
POL-0003198,PO-2025-01924,2,MAT-00049,840,37.58,31567.2,DELIVERED
POL-0003199,PO-2025-01924,3,MAT-00191,103,16.95,1745.85,DELIVERED
POL-0003200,PO-2025-01924,4,MAT-00602,67,10.19,682.73,DELIVERED
POL-0003201,PO-2025-01925,1,MAT-00731,1933,34.48,66649.84,DELIVERED
POL-0003202,PO-2025-01926,1,MAT-01063,124,91.29,11319.96,CANCELLED
POL-0003203,PO-2025-01926,2,MAT-00332,1915,10.17,19475.55,CANCELLED
POL-0003204,PO-2025-01926,3,MAT-00224,1460,3.99,5825.4,CANCELLED
POL-0003205,PO-2025-01927,1,MAT-00055,4505,78.07,351705.35,DELIVERED
POL-0003206,PO-2025-01927,2,MAT-00114,56,400.81,22445.36,DELIVERED
POL-0003207,PO-2025-01927,3,MAT-01200,833,112.14,93412.62,DELIVERED
POL-0003208,PO-2025-01928,1,MAT-00788,723,40.01,28927.23,DELIVERED
POL-0003209,PO-2025-01929,1,MAT-00979,2817,4.59,12930.03,PENDING
POL-0003210,PO-2025-01930,1,MAT-01164,151,3.97,599.47,DELIVERED
POL-0003211,PO-2025-01931,1,MAT-00312,57,94.45,5383.65,DELIVERED
POL-0003212,PO-2025-01932,1,MAT-00499,140,10.27,1437.8,DELIVERED
POL-0003213,PO-2025-01933,1,MAT-00190,2093,4.66,9753.38,CANCELLED
POL-0003214,PO-2025-01933,2,MAT-00412,1041,7.13,7422.33,CANCELLED
POL-0003215,PO-2025-01933,3,MAT-00987,4669,138.37,646049.53,CANCELLED
POL-0003216,PO-2025-01933,4,MAT-00800,690,26.27,18126.3,CANCELLED
POL-0003217,PO-2025-01934,1,MAT-00069,140,37.62,5266.8,DELIVERED
POL-0003218,PO-2025-01934,2,MAT-00469,107,14.95,1599.65,DELIVERED
POL-0003219,PO-2025-01935,1,MAT-00948,154,11.94,1838.76,OVERDUE
POL-0003220,PO-2025-01936,1,MAT-00051,1025,33.61,34450.25,OVERDUE
POL-0003221,PO-2025-01937,1,MAT-00620,169,31.76,5367.44,DELIVERED
POL-0003222,PO-2025-01938,1,MAT-00032,57,197.47,11255.79,DELIVERED
POL-0003223,PO-2025-01938,2,MAT-00996,1019,20.62,21011.78,DELIVERED
POL-0003224,PO-2025-01939,1,MAT-00473,2179,4.49,9783.71,DELIVERED
POL-0003225,PO-2025-01940,1,MAT-00203,160,91.24,14598.4,CANCELLED
POL-0003226,PO-2025-01940,2,MAT-00660,376,21.91,8238.16,CANCELLED
POL-0003227,PO-2025-01941,1,MAT-00113,246,30.06,7394.76,DELIVERED
POL-0003228,PO-2025-01942,1,MAT-00015,144,3.92,564.48,DELIVERED
POL-0003229,PO-2025-01942,2,MAT-00114,33,400.81,13226.73,DELIVERED
POL-0003230,PO-2025-01943,1,MAT-00670,2838,91.39,259364.82,DELIVERED
POL-0003231,PO-2025-01943,2,MAT-01151,1015,7.96,8079.4,DELIVERED
POL-0003232,PO-2025-01943,3,MAT-00517,487,40.81,19874.47,DELIVERED
POL-0003233,PO-2025-01944,1,MAT-01054,1004,37.29,37439.16,CANCELLED
POL-0003234,PO-2025-01944,2,MAT-01139,152,51.2,7782.4,CANCELLED
POL-0003235,PO-2025-01944,3,MAT-00396,1561,14.6,22790.6,CANCELLED
POL-0003236,PO-2025-01945,1,MAT-00621,1873,9.78,18317.94,IN_TRANSIT
POL-0003237,PO-2025-01945,2,MAT-01149,2205,148.57,327596.85,IN_TRANSIT
POL-0003238,PO-2025-01946,1,MAT-00980,187,60.76,11362.12,IN_TRANSIT
POL-0003239,PO-2025-01946,2,MAT-00126,205,271.29,55614.45,IN_TRANSIT
POL-0003240,PO-2025-01947,1,MAT-00538,716,15.39,11019.24,DELIVERED
POL-0003241,PO-2025-01947,2,MAT-00502,175,205.13,35897.75,DELIVERED
POL-0003242,PO-2025-01947,3,MAT-00846,110,41.22,4534.2,DELIVERED
POL-0003243,PO-2025-01948,1,MAT-00744,123,24.53,3017.19,DELIVERED
POL-0003244,PO-2025-01949,1,MAT-01087,132,73.87,9750.84,DELIVERED
POL-0003245,PO-2025-01950,1,MAT-00815,3518,84.5,297271.0,DELIVERED
POL-0003246,PO-2025-01951,1,MAT-00458,73,8.73,637.29,DELIVERED
POL-0003247,PO-2025-01952,1,MAT-00894,3502,93.26,326596.52,DELIVERED
POL-0003248,PO-2025-01953,1,MAT-00136,98,136.45,13372.1,DELIVERED
POL-0003249,PO-2025-01954,1,MAT-00462,38,25.14,955.32,DELIVERED
POL-0003250,PO-2025-01954,2,MAT-01093,159,59.23,9417.57,DELIVERED
POL-0003251,PO-2025-01954,3,MAT-00824,105,18.89,1983.45,DELIVERED
POL-0003252,PO-2025-01954,4,MAT-00209,1699,43.72,74280.28,DELIVERED
POL-0003253,PO-2025-01955,1,MAT-00493,3498,29.45,103016.1,PENDING
POL-0003254,PO-2025-01955,2,MAT-00658,1095,24.03,26312.85,PENDING
POL-0003255,PO-2025-01956,1,MAT-00339,202,44.34,8956.68,DELIVERED
POL-0003256,PO-2025-01956,2,MAT-00529,55,36.94,2031.7,DELIVERED
POL-0003257,PO-2025-01957,1,MAT-01066,679,8.04,5459.16,DELIVERED
POL-0003258,PO-2025-01957,2,MAT-01111,1370,19.73,27030.1,DELIVERED
POL-0003259,PO-2025-01958,1,MAT-00232,1883,31.99,60237.17,DELIVERED
POL-0003260,PO-2025-01958,2,MAT-00873,101,5.67,572.67,DELIVERED
POL-0003261,PO-2025-01958,3,MAT-01065,549,18.9,10376.1,DELIVERED
POL-0003262,PO-2025-01958,4,MAT-01151,1499,7.96,11932.04,DELIVERED
POL-0003263,PO-2025-01959,1,MAT-00175,3375,32.53,109788.75,PENDING
POL-0003264,PO-2025-01959,2,MAT-00115,2041,22.51,45942.91,PENDING
POL-0003265,PO-2025-01960,1,MAT-00796,604,75.17,45402.68,DELIVERED
POL-0003266,PO-2025-01960,2,MAT-00730,1654,10.79,17846.66,DELIVERED
POL-0003267,PO-2025-01960,3,MAT-00312,26,94.45,2455.7,DELIVERED
POL-0003268,PO-2025-01961,1,MAT-00546,857,9.91,8492.87,DELIVERED
POL-0003269,PO-2025-01962,1,MAT-00813,75,137.77,10332.75,DELIVERED
POL-0003270,PO-2025-01963,1,MAT-00149,1738,44.52,77375.76,DELIVERED
POL-0003271,PO-2025-01964,1,MAT-01163,1220,6.11,7454.2,DELIVERED
POL-0003272,PO-2025-01964,2,MAT-01170,89,64.75,5762.75,DELIVERED
POL-0003273,PO-2025-01965,1,MAT-00736,634,39.69,25163.46,PENDING
POL-0003274,PO-2025-01965,2,MAT-00300,504,48.83,24610.32,PENDING
POL-0003275,PO-2025-01966,1,MAT-00925,466,100.58,46870.28,DELIVERED
POL-0003276,PO-2025-01967,1,MAT-00802,3110,15.7,48827.0,IN_TRANSIT
POL-0003277,PO-2025-01968,1,MAT-00304,285,45.95,13095.75,IN_TRANSIT
POL-0003278,PO-2025-01968,2,MAT-00883,1416,15.57,22047.12,IN_TRANSIT
POL-0003279,PO-2025-01968,3,MAT-00329,614,48.65,29871.1,IN_TRANSIT
POL-0003280,PO-2025-01968,4,MAT-01138,541,6.66,3603.06,IN_TRANSIT
POL-0003281,PO-2025-01969,1,MAT-00329,292,48.65,14205.8,DELIVERED
POL-0003282,PO-2025-01970,1,MAT-00815,1584,84.5,133848.0,DELIVERED
POL-0003283,PO-2025-01971,1,MAT-00341,2318,10.09,23388.62,DELIVERED
POL-0003284,PO-2025-01972,1,MAT-00351,771,37.0,28527.0,OVERDUE
POL-0003285,PO-2025-01972,2,MAT-00416,1332,12.29,16370.28,OVERDUE
POL-0003286,PO-2025-01973,1,MAT-00904,540,112.52,60760.8,CANCELLED
