inspection_id,receipt_id,material_id,supplier_id,inspection_date,sample_size,defect_count,defect_ppm,defect_type_code,disposition,inspector_id
QC-0002617,GR-0002617,MAT-00468,SUP-0119,2025-06-24,98,11,112244,DEF_METALLURGY,REJECTED,INSP-102
QC-0002618,GR-0002618,MAT-00284,SUP-0119,2025-06-15,56,6,107142,DEF_METALLURGY,REJECTED,INSP-115
QC-0002619,GR-0002619,MAT-00536,SUP-0119,2025-06-17,253,19,75098,DEF_CONTAMINATION,REJECTED,INSP-114
QC-0002620,GR-0002620,MAT-00068,SUP-0073,2026-02-07,126,11,87301,DEF_SURFACE,REJECTED,INSP-104
QC-0002621,GR-0002621,MAT-00174,SUP-0074,2025-10-14,119,7,58823,DEF_DIMENSIONAL,REJECTED,INSP-120
QC-0002622,GR-0002622,MAT-00496,SUP-0074,2025-10-16,53,3,56603,DEF_ELECTRICAL,REJECTED,INSP-107
QC-0002623,GR-0002623,MAT-00233,SUP-0018,2025-11-04,61,6,98360,DEF_METALLURGY,REJECTED,INSP-121
QC-0002624,GR-0002624,MAT-00530,SUP-0013,2025-04-09,78,8,102564,DEF_SURFACE,REJECTED,INSP-107
QC-0002625,GR-0002625,MAT-00024,SUP-0013,2025-04-07,52,6,115384,DEF_METALLURGY,REJECTED,INSP-108
QC-0002626,GR-0002626,MAT-01069,SUP-0013,2025-04-11,77,7,90909,DEF_DIMENSIONAL,REJECTED,INSP-109
QC-0002627,GR-0002627,MAT-00457,SUP-0013,2025-04-05,280,18,64285,DEF_CONTAMINATION,REJECTED,INSP-125
QC-0002628,GR-0002628,MAT-00676,SUP-0083,2025-09-18,247,9,36437,DEF_METALLURGY,CONCESSION,INSP-122
QC-0002629,GR-0002629,MAT-00497,SUP-0103,2025-05-08,438,68,155251,DEF_CONTAMINATION,REJECTED,INSP-113
QC-0002630,GR-0002630,MAT-00977,SUP-0103,2025-05-08,31,3,96774,DEF_SURFACE,REJECTED,INSP-108
QC-0002631,GR-0002631,MAT-00169,SUP-0103,2025-05-10,369,61,165311,DEF_CONTAMINATION,REJECTED,INSP-112
QC-0002632,GR-0002632,MAT-00511,SUP-0118,2026-03-31,10,3,300000,DEF_ELECTRICAL,REJECTED,INSP-109
QC-0002633,GR-0002633,MAT-00617,SUP-0118,2026-04-13,21,3,142857,DEF_DIMENSIONAL,REJECTED,INSP-116
QC-0002634,GR-0002634,MAT-00484,SUP-0098,2025-08-29,117,11,94017,DEF_METALLURGY,REJECTED,INSP-110
QC-0002635,GR-0002635,MAT-01153,SUP-0098,2025-08-31,79,12,151898,DEF_SURFACE,REJECTED,INSP-114
QC-0002636,GR-0002636,MAT-00078,SUP-0001,2026-01-28,45,18,400000,DEF_CONTAMINATION,REJECTED,INSP-103
QC-0002637,GR-0002637,MAT-00639,SUP-0032,2025-05-03,32,3,93750,DEF_PACKAGING,REJECTED,INSP-116
QC-0002638,GR-0002638,MAT-00666,SUP-0001,2026-03-23,175,53,302857,DEF_METALLURGY,REJECTED,INSP-113
QC-0002639,GR-0002639,MAT-00361,SUP-0092,2025-09-22,58,3,51724,DEF_DIMENSIONAL,REJECTED,INSP-116
QC-0002640,GR-0002640,MAT-00474,SUP-0090,2026-04-05,59,7,118644,DEF_SURFACE,REJECTED,INSP-105
QC-0002641,GR-0002641,MAT-00376,SUP-0090,2026-04-06,312,22,70512,DEF_METALLURGY,REJECTED,INSP-111
QC-0002642,GR-0002642,MAT-00711,SUP-0090,2026-04-02,254,12,47244,DEF_PACKAGING,REJECTED,INSP-109
QC-0002643,GR-0002643,MAT-00961,SUP-0065,2025-10-16,31,2,64516,DEF_CONTAMINATION,REJECTED,INSP-107
QC-0002644,GR-0002644,MAT-01047,SUP-0033,2026-03-31,14,2,142857,DEF_CONTAMINATION,REJECTED,INSP-102
QC-0002645,GR-0002645,MAT-00698,SUP-0033,2026-04-05,10,1,100000,DEF_PACKAGING,REJECTED,INSP-120
QC-0002646,GR-0002646,MAT-00427,SUP-0033,2026-04-02,10,0,0,,ACCEPTED,INSP-104
QC-0002647,GR-0002647,MAT-00601,SUP-0049,2026-03-05,15,2,133333,DEF_CONTAMINATION,REJECTED,INSP-118
QC-0002648,GR-0002648,MAT-00940,SUP-0049,2026-03-04,61,2,32786,DEF_SURFACE,CONCESSION,INSP-122
QC-0002649,GR-0002649,MAT-00496,SUP-0004,2026-03-28,97,13,134020,DEF_SURFACE,REJECTED,INSP-122
QC-0002650,GR-0002650,MAT-00258,SUP-0004,2026-03-26,149,20,134228,DEF_ELECTRICAL,REJECTED,INSP-117
QC-0002651,GR-0002651,MAT-00271,SUP-0004,2026-03-28,172,23,133720,DEF_SURFACE,REJECTED,INSP-109
QC-0002652,GR-0002652,MAT-00059,SUP-0083,2025-09-06,235,17,72340,DEF_SURFACE,REJECTED,INSP-122
QC-0002653,GR-0002653,MAT-01022,SUP-0052,2026-01-01,78,5,64102,DEF_ELECTRICAL,REJECTED,INSP-125
QC-0002654,GR-0002654,MAT-00312,SUP-0052,2026-01-01,17,1,58823,DEF_CONTAMINATION,REJECTED,INSP-110
QC-0002655,GR-0002655,MAT-00613,SUP-0060,2025-05-24,381,22,57742,DEF_METALLURGY,REJECTED,INSP-109
QC-0002656,GR-0002656,MAT-00761,SUP-0094,2025-05-26,31,0,0,,ACCEPTED,INSP-105
QC-0002657,GR-0002657,MAT-00716,SUP-0078,2025-09-25,303,18,59405,DEF_DIMENSIONAL,REJECTED,INSP-112
QC-0002658,GR-0002658,MAT-00141,SUP-0096,2026-02-04,30,1,33333,DEF_CONTAMINATION,CONCESSION,INSP-111
QC-0002659,GR-0002659,MAT-00734,SUP-0069,2026-02-27,314,5,15923,DEF_CONTAMINATION,CONCESSION,INSP-114
QC-0002660,GR-0002660,MAT-00356,SUP-0098,2026-03-25,55,7,127272,DEF_DIMENSIONAL,REJECTED,INSP-121
QC-0002661,GR-0002661,MAT-00270,SUP-0059,2025-10-02,10,2,200000,DEF_ELECTRICAL,REJECTED,INSP-104
QC-0002662,GR-0002662,MAT-00593,SUP-0059,2025-10-10,60,11,183333,DEF_SURFACE,REJECTED,INSP-110
QC-0002663,GR-0002663,MAT-00644,SUP-0059,2025-10-01,25,5,200000,DEF_DIMENSIONAL,REJECTED,INSP-118
QC-0002664,GR-0002664,MAT-00790,SUP-0011,2025-04-21,196,16,81632,DEF_PACKAGING,REJECTED,INSP-118
QC-0002665,GR-0002665,MAT-00389,SUP-0008,2025-11-09,175,21,120000,DEF_PACKAGING,REJECTED,INSP-107
QC-0002666,GR-0002666,MAT-00078,SUP-0008,2025-11-12,53,2,37735,DEF_PACKAGING,CONCESSION,INSP-101
QC-0002667,GR-0002667,MAT-00162,SUP-0008,2025-11-11,69,9,130434,DEF_DIMENSIONAL,REJECTED,INSP-114
QC-0002668,GR-0002668,MAT-00856,SUP-0069,2025-06-22,44,1,22727,DEF_ELECTRICAL,CONCESSION,INSP-113
QC-0002669,GR-0002669,MAT-01052,SUP-0069,2025-06-26,46,1,21739,DEF_PACKAGING,CONCESSION,INSP-101
QC-0002670,GR-0002670,MAT-01142,SUP-0109,2025-03-24,687,2,2911,DEF_SURFACE,CONCESSION,INSP-113
QC-0002671,GR-0002671,MAT-00235,SUP-0109,2025-03-17,190,1,5263,DEF_METALLURGY,CONCESSION,INSP-118
QC-0002672,GR-0002672,MAT-00722,SUP-0019,2026-02-19,10,0,0,,ACCEPTED,INSP-124
QC-0002673,GR-0002673,MAT-00718,SUP-0019,2026-02-20,26,3,115384,DEF_DIMENSIONAL,REJECTED,INSP-121
QC-0002674,GR-0002674,MAT-00782,SUP-0019,2026-02-20,87,5,57471,DEF_CONTAMINATION,REJECTED,INSP-114
QC-0002675,GR-0002675,MAT-00820,SUP-0097,2026-01-07,78,7,89743,DEF_METALLURGY,REJECTED,INSP-123
QC-0002676,GR-0002676,MAT-00320,SUP-0060,2025-10-04,73,2,27397,DEF_SURFACE,CONCESSION,INSP-109
QC-0002677,GR-0002677,MAT-00230,SUP-0060,2025-10-02,27,1,37037,DEF_METALLURGY,CONCESSION,INSP-113
QC-0002678,GR-0002678,MAT-00595,SUP-0044,2026-02-13,18,4,222222,DEF_PACKAGING,REJECTED,INSP-111
QC-0002679,GR-0002679,MAT-00580,SUP-0105,2025-08-22,577,15,25996,DEF_PACKAGING,CONCESSION,INSP-115
QC-0002680,GR-0002680,MAT-00059,SUP-0105,2025-08-21,362,8,22099,DEF_ELECTRICAL,CONCESSION,INSP-114
QC-0002681,GR-0002681,MAT-00455,SUP-0026,2025-03-28,11,0,0,,ACCEPTED,INSP-114
QC-0002682,GR-0002682,MAT-01197,SUP-0026,2025-03-29,131,12,91603,DEF_METALLURGY,REJECTED,INSP-121
QC-0002683,GR-0002683,MAT-01167,SUP-0026,2025-03-28,186,15,80645,DEF_SURFACE,REJECTED,INSP-118
QC-0002684,GR-0002684,MAT-00523,SUP-0026,2025-03-31,357,20,56022,DEF_CONTAMINATION,REJECTED,INSP-115
QC-0002685,GR-0002685,MAT-00582,SUP-0047,2026-02-09,19,0,0,,ACCEPTED,INSP-114
QC-0002686,GR-0002686,MAT-00540,SUP-0057,2026-01-04,200,16,80000,DEF_ELECTRICAL,REJECTED,INSP-123
QC-0002687,GR-0002687,MAT-00764,SUP-0105,2026-02-13,50,1,20000,DEF_ELECTRICAL,CONCESSION,INSP-123
QC-0002688,GR-0002688,MAT-00624,SUP-0105,2026-02-09,10,0,0,,ACCEPTED,INSP-111
QC-0002689,GR-0002689,MAT-00094,SUP-0105,2026-02-10,18,0,0,,ACCEPTED,INSP-108
QC-0002690,GR-0002690,MAT-01032,SUP-0013,2026-03-21,79,6,75949,DEF_CONTAMINATION,REJECTED,INSP-122
QC-0002691,GR-0002691,MAT-00067,SUP-0013,2026-03-17,11,1,90909,DEF_SURFACE,REJECTED,INSP-102
QC-0002692,GR-0002692,MAT-01084,SUP-0013,2026-03-18,24,1,41666,DEF_METALLURGY,REJECTED,INSP-113
QC-0002693,GR-0002693,MAT-00709,SUP-0056,2026-01-02,15,2,133333,DEF_ELECTRICAL,REJECTED,INSP-106
QC-0002694,GR-0002694,MAT-00977,SUP-0094,2025-12-08,18,0,0,,ACCEPTED,INSP-124
QC-0002695,GR-0002695,MAT-01142,SUP-0109,2025-12-26,399,2,5012,DEF_DIMENSIONAL,CONCESSION,INSP-108
QC-0002696,GR-0002696,MAT-00761,SUP-0094,2026-03-21,10,0,0,,ACCEPTED,INSP-122
QC-0002697,GR-0002697,MAT-00065,SUP-0095,2025-12-14,13,0,0,,ACCEPTED,INSP-125
QC-0002698,GR-0002698,MAT-00440,SUP-0111,2026-02-27,10,0,0,,ACCEPTED,INSP-124
QC-0002699,GR-0002699,MAT-00451,SUP-0111,2026-02-23,30,3,100000,DEF_ELECTRICAL,REJECTED,INSP-106
QC-0002700,GR-0002700,MAT-00122,SUP-0120,2025-11-10,27,2,74074,DEF_DIMENSIONAL,REJECTED,INSP-111
QC-0002701,GR-0002701,MAT-00630,SUP-0048,2026-02-03,10,0,0,,ACCEPTED,INSP-116
QC-0002702,GR-0002702,MAT-00897,SUP-0048,2026-02-04,18,1,55555,DEF_CONTAMINATION,REJECTED,INSP-115
QC-0002703,GR-0002703,MAT-01160,SUP-0048,2026-02-08,18,0,0,,ACCEPTED,INSP-107
QC-0002704,GR-0002704,MAT-00846,SUP-0048,2026-02-13,10,0,0,,ACCEPTED,INSP-102
QC-0002705,GR-0002705,MAT-00556,SUP-0095,2025-10-17,565,23,40707,DEF_METALLURGY,REJECTED,INSP-102
QC-0002706,GR-0002706,MAT-00736,SUP-0095,2025-10-19,104,6,57692,DEF_ELECTRICAL,REJECTED,INSP-107
QC-0002707,GR-0002707,MAT-00774,SUP-0031,2025-10-30,346,89,257225,DEF_CONTAMINATION,REJECTED,INSP-115
QC-0002708,GR-0002708,MAT-00828,SUP-0105,2025-12-19,56,2,35714,DEF_DIMENSIONAL,CONCESSION,INSP-124
QC-0002709,GR-0002709,MAT-01155,SUP-0096,2025-10-02,37,4,108108,DEF_DIMENSIONAL,REJECTED,INSP-112
QC-0002710,GR-0002710,MAT-01039,SUP-0113,2025-12-07,17,3,176470,DEF_SURFACE,REJECTED,INSP-108
QC-0002711,GR-0002711,MAT-01111,SUP-0030,2025-08-28,233,18,77253,DEF_ELECTRICAL,REJECTED,INSP-102
QC-0002712,GR-0002712,MAT-00662,SUP-0062,2026-01-30,246,25,101626,DEF_PACKAGING,REJECTED,INSP-111
QC-0002713,GR-0002713,MAT-00532,SUP-0024,2026-02-24,264,22,83333,DEF_DIMENSIONAL,REJECTED,INSP-114
QC-0002714,GR-0002714,MAT-00145,SUP-0024,2026-02-25,296,14,47297,DEF_CONTAMINATION,REJECTED,INSP-104
QC-0002715,GR-0002715,MAT-00946,SUP-0024,2026-02-24,28,0,0,,ACCEPTED,INSP-102
QC-0002716,GR-0002716,MAT-00158,SUP-0041,2026-02-04,163,15,92024,DEF_DIMENSIONAL,REJECTED,INSP-120
QC-0002717,GR-0002717,MAT-00226,SUP-0041,2026-01-30,34,5,147058,DEF_ELECTRICAL,REJECTED,INSP-109
QC-0002718,GR-0002718,MAT-00065,SUP-0041,2026-01-28,14,3,214285,DEF_DIMENSIONAL,REJECTED,INSP-114
QC-0002719,GR-0002719,MAT-00779,SUP-0020,2025-12-24,25,0,0,,ACCEPTED,INSP-124
QC-0002720,GR-0002720,MAT-00510,SUP-0020,2025-12-21,55,5,90909,DEF_METALLURGY,REJECTED,INSP-114
QC-0002721,GR-0002721,MAT-00838,SUP-0106,2025-05-20,35,1,28571,DEF_PACKAGING,CONCESSION,INSP-122
QC-0002722,GR-0002722,MAT-00190,SUP-0078,2025-11-11,519,38,73217,DEF_METALLURGY,REJECTED,INSP-125
QC-0002723,GR-0002723,MAT-00646,SUP-0078,2025-11-09,65,3,46153,DEF_ELECTRICAL,REJECTED,INSP-103
QC-0002724,GR-0002724,MAT-00775,SUP-0078,2025-11-17,18,1,55555,DEF_DIMENSIONAL,REJECTED,INSP-105
QC-0002725,GR-0002725,MAT-00293,SUP-0097,2026-02-04,30,4,133333,DEF_ELECTRICAL,REJECTED,INSP-109
QC-0002726,GR-0002726,MAT-00593,SUP-0097,2026-02-09,46,4,86956,DEF_SURFACE,REJECTED,INSP-116
QC-0002727,GR-0002727,MAT-00093,SUP-0120,2026-01-24,111,5,45045,DEF_METALLURGY,REJECTED,INSP-103
QC-0002728,GR-0002728,MAT-01029,SUP-0108,2025-07-23,62,9,145161,DEF_DIMENSIONAL,REJECTED,INSP-112
QC-0002729,GR-0002729,MAT-00792,SUP-0108,2025-07-24,42,6,142857,DEF_PACKAGING,REJECTED,INSP-115
QC-0002730,GR-0002730,MAT-00607,SUP-0021,2025-12-06,10,0,0,,ACCEPTED,INSP-125
QC-0002731,GR-0002731,MAT-00725,SUP-0120,2026-01-26,608,24,39473,DEF_DIMENSIONAL,CONCESSION,INSP-125
QC-0002732,GR-0002732,MAT-00938,SUP-0076,2026-02-15,35,0,0,,ACCEPTED,INSP-111
QC-0002733,GR-0002733,MAT-00549,SUP-0076,2026-02-15,166,19,114457,DEF_ELECTRICAL,REJECTED,INSP-102
QC-0002734,GR-0002734,MAT-00440,SUP-0111,2026-01-22,12,1,83333,DEF_PACKAGING,REJECTED,INSP-107
QC-0002735,GR-0002735,MAT-01076,SUP-0111,2026-01-25,41,1,24390,DEF_METALLURGY,CONCESSION,INSP-116
QC-0002736,GR-0002736,MAT-00471,SUP-0097,2025-09-20,36,3,83333,DEF_METALLURGY,REJECTED,INSP-107
QC-0002737,GR-0002737,MAT-00592,SUP-0080,2025-07-19,16,0,0,,ACCEPTED,INSP-121
QC-0002738,GR-0002738,MAT-00009,SUP-0060,2026-01-11,317,23,72555,DEF_SURFACE,REJECTED,INSP-111
QC-0002739,GR-0002739,MAT-00719,SUP-0048,2026-01-05,179,8,44692,DEF_METALLURGY,REJECTED,INSP-107
QC-0002740,GR-0002740,MAT-00813,SUP-0048,2026-01-11,10,0,0,,ACCEPTED,INSP-121
QC-0002741,GR-0002741,MAT-00194,SUP-0059,2026-03-20,354,60,169491,DEF_DIMENSIONAL,REJECTED,INSP-113
QC-0002742,GR-0002742,MAT-00044,SUP-0085,2025-11-01,10,0,0,,ACCEPTED,INSP-107
QC-0002743,GR-0002743,MAT-00616,SUP-0085,2025-11-05,337,13,38575,DEF_CONTAMINATION,CONCESSION,INSP-102
QC-0002744,GR-0002744,MAT-00776,SUP-0085,2025-11-06,153,5,32679,DEF_DIMENSIONAL,CONCESSION,INSP-121
QC-0002745,GR-0002745,MAT-01196,SUP-0085,2025-10-31,639,10,15649,DEF_CONTAMINATION,CONCESSION,INSP-108
QC-0002746,GR-0002746,MAT-00557,SUP-0105,2026-01-09,14,0,0,,ACCEPTED,INSP-113
QC-0002747,GR-0002747,MAT-00219,SUP-0105,2026-01-11,10,0,0,,ACCEPTED,INSP-118
QC-0002748,GR-0002748,MAT-00110,SUP-0105,2026-01-11,50,4,80000,DEF_PACKAGING,REJECTED,INSP-121
QC-0002749,GR-0002749,MAT-00934,SUP-0007,2026-03-12,35,2,57142,DEF_DIMENSIONAL,REJECTED,INSP-115
QC-0002750,GR-0002750,MAT-00455,SUP-0026,2025-08-04,10,1,100000,DEF_DIMENSIONAL,REJECTED,INSP-109
QC-0002751,GR-0002751,MAT-00414,SUP-0084,2025-03-29,680,30,44117,DEF_METALLURGY,REJECTED,INSP-114
QC-0002752,GR-0002752,MAT-00906,SUP-0092,2026-02-21,24,5,208333,DEF_PACKAGING,REJECTED,INSP-125
QC-0002753,GR-0002753,MAT-00049,SUP-0092,2026-02-18,126,7,55555,DEF_DIMENSIONAL,REJECTED,INSP-119
QC-0002754,GR-0002754,MAT-00191,SUP-0092,2026-02-21,15,0,0,,ACCEPTED,INSP-119
QC-0002755,GR-0002755,MAT-00602,SUP-0092,2026-02-16,10,0,0,,ACCEPTED,INSP-109
QC-0002756,GR-0002756,MAT-00731,SUP-0120,2026-01-07,289,9,31141,DEF_METALLURGY,CONCESSION,INSP-120
QC-0002757,GR-0002757,MAT-00055,SUP-0054,2026-03-21,582,35,60137,DEF_DIMENSIONAL,REJECTED,INSP-112
QC-0002758,GR-0002758,MAT-00114,SUP-0054,2026-03-19,10,1,100000,DEF_SURFACE,REJECTED,INSP-118
QC-0002759,GR-0002759,MAT-01200,SUP-0054,2026-03-23,124,4,32258,DEF_METALLURGY,CONCESSION,INSP-118
QC-0002760,GR-0002760,MAT-00788,SUP-0050,2026-03-10,108,8,74074,DEF_CONTAMINATION,REJECTED,INSP-121
QC-0002761,GR-0002761,MAT-01164,SUP-0048,2025-12-24,22,2,90909,DEF_ELECTRICAL,REJECTED,INSP-111
QC-0002762,GR-0002762,MAT-00312,SUP-0102,2025-12-01,10,0,0,,ACCEPTED,INSP-115
QC-0002763,GR-0002763,MAT-00499,SUP-0067,2025-11-01,21,1,47619,DEF_DIMENSIONAL,REJECTED,INSP-120
QC-0002764,GR-0002764,MAT-00069,SUP-0062,2026-01-03,21,0,0,,ACCEPTED,INSP-124
QC-0002765,GR-0002765,MAT-00469,SUP-0062,2025-12-31,16,1,62500,DEF_METALLURGY,REJECTED,INSP-102
QC-0002766,GR-0002766,MAT-00948,SUP-0019,2025-09-08,23,1,43478,DEF_PACKAGING,REJECTED,INSP-102
QC-0002767,GR-0002767,MAT-00051,SUP-0047,2026-04-14,153,2,13071,DEF_DIMENSIONAL,CONCESSION,INSP-108
QC-0002768,GR-0002768,MAT-00620,SUP-0086,2025-12-13,25,0,0,,ACCEPTED,INSP-109
QC-0002769,GR-0002769,MAT-00032,SUP-0119,2026-01-04,10,0,0,,ACCEPTED,INSP-123
QC-0002770,GR-0002770,MAT-00996,SUP-0119,2026-01-05,152,17,111842,DEF_DIMENSIONAL,REJECTED,INSP-114
QC-0002771,GR-0002771,MAT-00473,SUP-0002,2025-10-12,326,36,110429,DEF_DIMENSIONAL,REJECTED,INSP-108
QC-0002772,GR-0002772,MAT-00113,SUP-0052,2025-04-12,36,6,166666,DEF_SURFACE,REJECTED,INSP-108
QC-0002773,GR-0002773,MAT-00015,SUP-0045,2025-10-25,21,2,95238,DEF_ELECTRICAL,REJECTED,INSP-111
QC-0002774,GR-0002774,MAT-00114,SUP-0045,2025-10-26,10,1,100000,DEF_SURFACE,REJECTED,INSP-118
QC-0002775,GR-0002775,MAT-00670,SUP-0039,2025-06-08,368,52,141304,DEF_SURFACE,REJECTED,INSP-106
QC-0002776,GR-0002776,MAT-01151,SUP-0039,2025-06-05,152,15,98684,DEF_CONTAMINATION,REJECTED,INSP-109
QC-0002777,GR-0002777,MAT-00517,SUP-0039,2025-06-09,73,10,136986,DEF_ELECTRICAL,REJECTED,INSP-117
QC-0002778,GR-0002778,MAT-00538,SUP-0066,2026-01-22,112,13,116071,DEF_ELECTRICAL,REJECTED,INSP-114
QC-0002779,GR-0002779,MAT-00502,SUP-0066,2026-01-18,26,3,115384,DEF_ELECTRICAL,REJECTED,INSP-106
QC-0002780,GR-0002780,MAT-00846,SUP-0066,2026-01-20,16,0,0,,ACCEPTED,INSP-114
QC-0002781,GR-0002781,MAT-00744,SUP-0002,2025-08-19,18,3,166666,DEF_ELECTRICAL,REJECTED,INSP-120
QC-0002782,GR-0002782,MAT-01087,SUP-0061,2026-03-14,20,0,0,,ACCEPTED,INSP-110
QC-0002783,GR-0002783,MAT-00815,SUP-0099,2026-03-21,527,10,18975,DEF_DIMENSIONAL,CONCESSION,INSP-121
QC-0002784,GR-0002784,MAT-00458,SUP-0055,2025-07-31,10,1,100000,DEF_PACKAGING,REJECTED,INSP-109
QC-0002785,GR-0002785,MAT-00894,SUP-0006,2026-01-30,525,18,34285,DEF_CONTAMINATION,CONCESSION,INSP-121
QC-0002786,GR-0002786,MAT-00136,SUP-0030,2025-10-04,14,1,71428,DEF_PACKAGING,REJECTED,INSP-123
QC-0002787,GR-0002787,MAT-00462,SUP-0083,2026-03-05,10,0,0,,ACCEPTED,INSP-124
QC-0002788,GR-0002788,MAT-01093,SUP-0083,2026-03-13,23,1,43478,DEF_DIMENSIONAL,REJECTED,INSP-105
QC-0002789,GR-0002789,MAT-00824,SUP-0083,2026-03-09,15,0,0,,ACCEPTED,INSP-102
QC-0002790,GR-0002790,MAT-00209,SUP-0083,2026-03-08,254,13,51181,DEF_SURFACE,REJECTED,INSP-123
QC-0002791,GR-0002791,MAT-00339,SUP-0103,2025-05-22,30,5,166666,DEF_METALLURGY,REJECTED,INSP-106
QC-0002792,GR-0002792,MAT-00529,SUP-0103,2025-05-09,10,4,400000,DEF_ELECTRICAL,REJECTED,INSP-118
QC-0002793,GR-0002793,MAT-01066,SUP-0027,2026-04-14,101,9,89108,DEF_METALLURGY,REJECTED,INSP-115
QC-0002794,GR-0002794,MAT-01111,SUP-0027,2026-04-12,168,15,89285,DEF_CONTAMINATION,REJECTED,INSP-116
QC-0002795,GR-0002795,MAT-00232,SUP-0113,2025-12-30,282,36,127659,DEF_CONTAMINATION,REJECTED,INSP-111
QC-0002796,GR-0002796,MAT-00873,SUP-0113,2025-12-30,13,4,307692,DEF_DIMENSIONAL,REJECTED,INSP-125
QC-0002797,GR-0002797,MAT-01065,SUP-0113,2025-12-27,82,13,158536,DEF_DIMENSIONAL,REJECTED,INSP-106
QC-0002798,GR-0002798,MAT-01151,SUP-0113,2025-12-28,224,26,116071,DEF_METALLURGY,REJECTED,INSP-119
QC-0002799,GR-0002799,MAT-00796,SUP-0012,2025-11-17,90,18,200000,DEF_PACKAGING,REJECTED,INSP-115
QC-0002800,GR-0002800,MAT-00730,SUP-0012,2025-11-15,248,21,84677,DEF_METALLURGY,REJECTED,INSP-114
QC-0002801,GR-0002801,MAT-00312,SUP-0012,2025-11-15,10,1,100000,DEF_METALLURGY,REJECTED,INSP-115
QC-0002802,GR-0002802,MAT-00546,SUP-0112,2026-03-11,99,6,60606,DEF_PACKAGING,REJECTED,INSP-114
QC-0002803,GR-0002803,MAT-00813,SUP-0086,2025-04-27,11,0,0,,ACCEPTED,INSP-103
QC-0002804,GR-0002804,MAT-00149,SUP-0073,2025-10-11,260,19,73076,DEF_CONTAMINATION,REJECTED,INSP-103
QC-0002805,GR-0002805,MAT-01163,SUP-0012,2025-05-13,183,25,136612,DEF_CONTAMINATION,REJECTED,INSP-114
QC-0002806,GR-0002806,MAT-01170,SUP-0012,2025-05-13,13,0,0,,ACCEPTED,INSP-114
QC-0002807,GR-0002807,MAT-00925,SUP-0007,2026-03-08,69,7,101449,DEF_ELECTRICAL,REJECTED,INSP-103
QC-0002808,GR-0002808,MAT-00329,SUP-0049,2025-05-25,43,1,23255,DEF_ELECTRICAL,CONCESSION,INSP-103
QC-0002809,GR-0002809,MAT-00815,SUP-0099,2025-10-09,237,1,4219,DEF_SURFACE,CONCESSION,INSP-117
QC-0002810,GR-0002810,MAT-00341,SUP-0028,2025-05-23,347,42,121037,DEF_DIMENSIONAL,REJECTED,INSP-106
QC-0002811,GR-0002811,MAT-00351,SUP-0077,2025-08-09,115,12,104347,DEF_DIMENSIONAL,REJECTED,INSP-109
QC-0002812,GR-0002812,MAT-00416,SUP-0077,2025-08-04,199,23,115577,DEF_SURFACE,REJECTED,INSP-117
QC-0002813,GR-0002813,MAT-00006,SUP-0052,2025-11-24,656,49,74695,DEF_METALLURGY,REJECTED,INSP-110
QC-0002814,GR-0002814,MAT-01128,SUP-0052,2025-11-22,10,2,200000,DEF_CONTAMINATION,REJECTED,INSP-119
QC-0002815,GR-0002815,MAT-01116,SUP-0095,2025-08-31,139,5,35971,DEF_ELECTRICAL,CONCESSION,INSP-104
QC-0002816,GR-0002816,MAT-00329,SUP-0049,2025-06-08,96,8,83333,DEF_PACKAGING,REJECTED,INSP-103
QC-0002817,GR-0002817,MAT-00136,SUP-0030,2025-08-04,28,2,71428,DEF_PACKAGING,REJECTED,INSP-101
QC-0002818,GR-0002818,MAT-00038,SUP-0016,2025-07-11,10,0,0,,ACCEPTED,INSP-109
QC-0002819,GR-0002819,MAT-00426,SUP-0089,2026-02-05,105,9,85714,DEF_SURFACE,REJECTED,INSP-111
QC-0002820,GR-0002820,MAT-01084,SUP-0112,2025-10-28,15,2,133333,DEF_DIMENSIONAL,REJECTED,INSP-102
QC-0002821,GR-0002821,MAT-00235,SUP-0062,2026-03-15,334,37,110778,DEF_METALLURGY,REJECTED,INSP-105
QC-0002822,GR-0002822,MAT-00230,SUP-0062,2026-03-10,33,5,151515,DEF_CONTAMINATION,REJECTED,INSP-105
QC-0002823,GR-0002823,MAT-00812,SUP-0102,2025-09-30,405,16,39506,DEF_CONTAMINATION,CONCESSION,INSP-104
QC-0002824,GR-0002824,MAT-00790,SUP-0102,2025-09-28,651,28,43010,DEF_DIMENSIONAL,REJECTED,INSP-105
QC-0002825,GR-0002825,MAT-00966,SUP-0102,2025-10-01,60,2,33333,DEF_DIMENSIONAL,CONCESSION,INSP-112
QC-0002826,GR-0002826,MAT-00626,SUP-0005,2025-09-20,374,42,112299,DEF_METALLURGY,REJECTED,INSP-117
QC-0002827,GR-0002827,MAT-00518,SUP-0095,2025-08-10,76,3,39473,DEF_PACKAGING,CONCESSION,INSP-107
QC-0002828,GR-0002828,MAT-00951,SUP-0117,2025-07-05,155,8,51612,DEF_METALLURGY,REJECTED,INSP-121
QC-0002829,GR-0002829,MAT-00679,SUP-0001,2025-10-23,22,5,227272,DEF_SURFACE,REJECTED,INSP-113
QC-0002830,GR-0002830,MAT-00614,SUP-0001,2025-10-08,23,6,260869,DEF_METALLURGY,REJECTED,INSP-107
QC-0002831,GR-0002831,MAT-00846,SUP-0115,2025-10-13,10,1,100000,DEF_METALLURGY,REJECTED,INSP-110
