allocation_id,work_order_id,material_id,required_quantity,allocated_quantity,shortage_quantity
ALC-0001374,WO-2025-000232,MAT-00232,1833,1833,0
ALC-0001375,WO-2025-000232,MAT-00062,1545,1545,0
ALC-0001376,WO-2025-000232,MAT-00357,2280,2280,0
ALC-0001377,WO-2025-000232,MAT-00869,2200,2200,0
ALC-0001378,WO-2025-000233,MAT-00908,74,74,0
ALC-0001379,WO-2025-000233,MAT-01026,165,165,0
ALC-0001380,WO-2025-000233,MAT-00322,154,154,0
ALC-0001381,WO-2025-000233,MAT-01018,228,228,0
ALC-0001382,WO-2025-000233,MAT-00767,172,172,0
ALC-0001383,WO-2025-000234,MAT-01126,218,218,0
ALC-0001384,WO-2025-000234,MAT-00887,102,102,0
ALC-0001385,WO-2025-000234,MAT-00479,440,440,0
ALC-0001386,WO-2025-000234,MAT-00720,352,352,0
ALC-0001387,WO-2025-000234,MAT-00063,350,350,0
ALC-0001388,WO-2025-000234,MAT-00015,422,422,0
ALC-0001389,WO-2025-000234,MAT-00509,266,266,0
ALC-0001390,WO-2025-000234,MAT-00996,109,109,0
ALC-0001391,WO-2025-000235,MAT-00647,432,432,0
ALC-0001392,WO-2025-000235,MAT-00507,974,974,0
ALC-0001393,WO-2025-000235,MAT-00055,1156,1156,0
ALC-0001394,WO-2025-000235,MAT-00153,546,546,0
ALC-0001395,WO-2025-000235,MAT-00442,803,803,0
ALC-0001396,WO-2025-000235,MAT-00116,1077,1077,0
ALC-0001397,WO-2025-000235,MAT-00477,804,804,0
ALC-0001398,WO-2025-000235,MAT-00394,1043,1043,0
ALC-0001399,WO-2025-000236,MAT-00533,431,431,0
ALC-0001400,WO-2025-000236,MAT-00270,920,920,0
ALC-0001401,WO-2025-000236,MAT-00769,591,591,0
ALC-0001402,WO-2025-000236,MAT-00913,1085,1085,0
ALC-0001403,WO-2025-000236,MAT-00457,702,702,0
ALC-0001404,WO-2025-000236,MAT-00146,619,619,0
ALC-0001405,WO-2025-000236,MAT-00869,789,789,0
ALC-0001406,WO-2025-000236,MAT-01002,807,807,0
ALC-0001407,WO-2025-000237,MAT-00680,345,345,0
ALC-0001408,WO-2025-000237,MAT-00315,493,493,0
ALC-0001409,WO-2025-000237,MAT-01121,100,100,0
ALC-0001410,WO-2025-000237,MAT-00681,467,467,0
ALC-0001411,WO-2025-000237,MAT-00367,428,428,0
ALC-0001412,WO-2025-000237,MAT-00567,318,318,0
ALC-0001413,WO-2025-000237,MAT-00531,222,222,0
ALC-0001414,WO-2025-000237,MAT-00263,160,160,0
ALC-0001415,WO-2025-000238,MAT-00459,1721,1721,0
ALC-0001416,WO-2025-000238,MAT-00285,2019,2019,0
ALC-0001417,WO-2025-000238,MAT-00282,986,986,0
ALC-0001418,WO-2025-000238,MAT-01007,1685,1685,0
ALC-0001419,WO-2025-000238,MAT-00315,866,866,0
ALC-0001420,WO-2025-000238,MAT-00169,2105,2105,0
ALC-0001421,WO-2025-000238,MAT-00513,1560,1560,0
ALC-0001422,WO-2025-000238,MAT-01068,747,747,0
ALC-0001423,WO-2025-000239,MAT-00170,574,574,0
ALC-0001424,WO-2025-000239,MAT-01079,264,264,0
ALC-0001425,WO-2025-000239,MAT-00189,544,544,0
ALC-0001426,WO-2025-000239,MAT-00867,416,416,0
ALC-0001427,WO-2025-000239,MAT-00778,875,875,0
ALC-0001428,WO-2025-000239,MAT-00275,1243,1243,0
ALC-0001429,WO-2025-000239,MAT-00338,801,801,0
ALC-0001430,WO-2025-000240,MAT-00936,893,893,0
ALC-0001431,WO-2025-000240,MAT-00284,1224,1224,0
ALC-0001432,WO-2025-000240,MAT-00074,894,894,0
ALC-0001433,WO-2025-000240,MAT-00761,961,961,0
ALC-0001434,WO-2025-000240,MAT-01150,1222,1222,0
ALC-0001435,WO-2025-000241,MAT-00853,742,742,0
ALC-0001436,WO-2025-000241,MAT-00947,1233,1233,0
ALC-0001437,WO-2025-000241,MAT-00565,1045,1045,0
ALC-0001438,WO-2025-000241,MAT-00179,1189,1189,0
ALC-0001439,WO-2025-000241,MAT-00124,1171,1171,0
ALC-0001440,WO-2025-000241,MAT-00159,875,875,0
ALC-0001441,WO-2025-000241,MAT-00915,601,601,0
ALC-0001442,WO-2025-000241,MAT-00154,1052,1052,0
ALC-0001443,WO-2025-000242,MAT-01031,117,117,0
ALC-0001444,WO-2025-000242,MAT-00972,388,388,0
ALC-0001445,WO-2025-000242,MAT-00228,265,265,0
ALC-0001446,WO-2025-000242,MAT-00242,276,276,0
ALC-0001447,WO-2025-000243,MAT-00963,90,90,0
ALC-0001448,WO-2025-000243,MAT-00925,81,81,0
ALC-0001449,WO-2025-000243,MAT-00753,76,76,0
ALC-0001450,WO-2025-000243,MAT-01052,228,228,0
ALC-0001451,WO-2025-000243,MAT-01132,146,146,0
ALC-0001452,WO-2025-000243,MAT-00401,98,98,0
ALC-0001453,WO-2025-000244,MAT-00089,1841,1841,0
ALC-0001454,WO-2025-000244,MAT-00586,4688,4688,0
ALC-0001455,WO-2025-000244,MAT-00912,1297,1297,0
ALC-0001456,WO-2025-000244,MAT-00784,4619,4619,0
ALC-0001457,WO-2025-000244,MAT-00074,3380,3380,0
ALC-0001458,WO-2025-000244,MAT-00058,3702,3702,0
ALC-0001459,WO-2025-000244,MAT-00842,3811,3811,0
ALC-0001460,WO-2025-000244,MAT-00984,4588,4588,0
ALC-0001461,WO-2025-000245,MAT-00454,155,155,0
ALC-0001462,WO-2025-000245,MAT-00968,153,153,0
ALC-0001463,WO-2025-000245,MAT-00389,217,217,0
ALC-0001464,WO-2025-000245,MAT-01167,76,76,0
ALC-0001465,WO-2025-000245,MAT-00522,203,203,0
ALC-0001466,WO-2025-000245,MAT-00250,157,157,0
ALC-0001467,WO-2025-000245,MAT-00680,217,217,0
ALC-0001468,WO-2025-000246,MAT-00853,4934,4934,0
ALC-0001469,WO-2025-000246,MAT-00136,4302,4302,0
ALC-0001470,WO-2025-000246,MAT-00292,3013,3013,0
ALC-0001471,WO-2025-000246,MAT-00949,1379,1379,0
ALC-0001472,WO-2025-000246,MAT-00374,3921,3921,0
ALC-0001473,WO-2025-000247,MAT-00930,1103,1103,0
ALC-0001474,WO-2025-000247,MAT-00716,3614,3614,0
ALC-0001475,WO-2025-000247,MAT-00632,3475,3475,0
ALC-0001476,WO-2025-000247,MAT-00670,2321,2321,0
ALC-0001477,WO-2025-000247,MAT-00333,4006,4006,0
ALC-0001478,WO-2025-000247,MAT-00113,1817,1817,0
ALC-0001479,WO-2025-000248,MAT-00816,260,260,0
ALC-0001480,WO-2025-000248,MAT-00237,210,210,0
ALC-0001481,WO-2025-000248,MAT-00445,102,102,0
ALC-0001482,WO-2025-000248,MAT-00455,245,245,0
ALC-0001483,WO-2025-000248,MAT-00565,392,392,0
ALC-0001484,WO-2025-000249,MAT-01186,3497,3497,0
ALC-0001485,WO-2025-000249,MAT-00789,2047,2047,0
ALC-0001486,WO-2025-000249,MAT-00904,3266,3266,0
ALC-0001487,WO-2025-000249,MAT-01131,4593,4593,0
ALC-0001488,WO-2025-000249,MAT-01135,3234,3234,0
ALC-0001489,WO-2025-000249,MAT-00499,2174,2174,0
ALC-0001490,WO-2025-000250,MAT-01018,156,156,0
ALC-0001491,WO-2025-000250,MAT-01057,98,98,0
ALC-0001492,WO-2025-000250,MAT-00993,201,201,0
ALC-0001493,WO-2025-000250,MAT-00896,50,50,0
ALC-0001494,WO-2025-000251,MAT-00162,987,987,0
ALC-0001495,WO-2025-000251,MAT-00181,603,603,0
ALC-0001496,WO-2025-000251,MAT-00780,2298,2298,0
ALC-0001497,WO-2025-000251,MAT-00592,724,724,0
ALC-0001498,WO-2025-000251,MAT-00220,2016,2016,0
ALC-0001499,WO-2025-000251,MAT-00425,2303,2303,0
ALC-0001500,WO-2025-000251,MAT-01063,520,520,0
ALC-0001501,WO-2025-000252,MAT-01042,570,570,0
ALC-0001502,WO-2025-000252,MAT-01003,1242,1242,0
ALC-0001503,WO-2025-000252,MAT-00094,1189,1189,0
ALC-0001504,WO-2025-000252,MAT-00584,786,786,0
ALC-0001505,WO-2025-000252,MAT-00581,1806,1806,0
ALC-0001506,WO-2025-000252,MAT-01123,2370,2370,0
ALC-0001507,WO-2025-000252,MAT-01045,1857,1857,0
ALC-0001508,WO-2025-000252,MAT-00642,1330,1330,0
ALC-0001509,WO-2025-000253,MAT-00599,2610,2610,0
ALC-0001510,WO-2025-000253,MAT-01187,2432,2432,0
ALC-0001511,WO-2025-000253,MAT-00979,2177,2177,0
ALC-0001512,WO-2025-000253,MAT-00124,1834,1834,0
ALC-0001513,WO-2025-000253,MAT-00061,4152,4152,0
ALC-0001514,WO-2025-000253,MAT-00436,1126,1126,0
ALC-0001515,WO-2025-000253,MAT-00754,2030,2030,0
ALC-0001516,WO-2025-000254,MAT-01188,4051,4051,0
ALC-0001517,WO-2025-000254,MAT-00273,1396,1396,0
ALC-0001518,WO-2025-000254,MAT-01100,2572,2572,0
ALC-0001519,WO-2025-000254,MAT-00177,4388,4388,0
ALC-0001520,WO-2025-000254,MAT-01112,2136,2136,0
ALC-0001521,WO-2025-000254,MAT-00434,4483,4483,0
ALC-0001522,WO-2025-000255,MAT-00376,1000,1000,0
ALC-0001523,WO-2025-000255,MAT-00208,1142,1142,0
ALC-0001524,WO-2025-000255,MAT-00578,594,594,0
ALC-0001525,WO-2025-000255,MAT-01122,749,749,0
ALC-0001526,WO-2025-000255,MAT-01107,837,837,0
ALC-0001527,WO-2025-000255,MAT-00365,602,602,0
ALC-0001528,WO-2025-000256,MAT-01107,110,110,0
ALC-0001529,WO-2025-000256,MAT-00883,53,53,0
ALC-0001530,WO-2025-000256,MAT-01111,234,234,0
ALC-0001531,WO-2025-000256,MAT-00535,212,212,0
ALC-0001532,WO-2025-000256,MAT-00173,215,215,0
ALC-0001533,WO-2025-000256,MAT-00023,58,58,0
ALC-0001534,WO-2025-000256,MAT-00476,217,217,0
ALC-0001535,WO-2025-000256,MAT-00773,166,166,0
ALC-0001536,WO-2025-000257,MAT-00406,2526,2526,0
ALC-0001537,WO-2025-000257,MAT-00388,3832,3832,0
ALC-0001538,WO-2025-000257,MAT-00344,2030,2030,0
ALC-0001539,WO-2025-000257,MAT-00117,2211,2211,0
ALC-0001540,WO-2025-000257,MAT-00504,4026,4026,0
ALC-0001541,WO-2025-000257,MAT-00198,1295,1295,0
ALC-0001542,WO-2025-000257,MAT-00959,3448,3448,0
ALC-0001543,WO-2025-000257,MAT-00862,2627,2627,0
ALC-0001544,WO-2025-000258,MAT-00519,987,987,0
ALC-0001545,WO-2025-000258,MAT-00636,756,756,0
ALC-0001546,WO-2025-000258,MAT-00647,882,882,0
ALC-0001547,WO-2025-000258,MAT-00335,1000,1000,0
ALC-0001548,WO-2025-000258,MAT-00263,1046,1046,0
ALC-0001549,WO-2025-000258,MAT-00032,947,947,0
ALC-0001550,WO-2025-000259,MAT-00408,827,827,0
ALC-0001551,WO-2025-000259,MAT-00619,559,559,0
ALC-0001552,WO-2025-000259,MAT-00635,444,444,0
ALC-0001553,WO-2025-000259,MAT-00496,571,571,0
ALC-0001554,WO-2025-000259,MAT-00580,953,953,0
ALC-0001555,WO-2025-000259,MAT-01111,440,440,0
ALC-0001556,WO-2025-000260,MAT-00421,84,84,0
ALC-0001557,WO-2025-000260,MAT-00222,92,92,0
ALC-0001558,WO-2025-000260,MAT-01093,138,138,0
ALC-0001559,WO-2025-000260,MAT-00654,73,73,0
ALC-0001560,WO-2025-000260,MAT-00006,117,117,0
ALC-0001561,WO-2025-000260,MAT-00584,170,170,0
ALC-0001562,WO-2025-000260,MAT-00363,244,244,0
ALC-0001563,WO-2025-000261,MAT-00115,83,83,0
ALC-0001564,WO-2025-000261,MAT-00095,156,156,0
ALC-0001565,WO-2025-000261,MAT-00523,122,122,0
ALC-0001566,WO-2025-000261,MAT-00904,73,73,0
ALC-0001567,WO-2025-000261,MAT-01194,118,118,0
ALC-0001568,WO-2025-000261,MAT-00730,163,163,0
ALC-0001569,WO-2025-000261,MAT-00499,226,226,0
ALC-0001570,WO-2025-000261,MAT-00645,75,75,0
ALC-0001571,WO-2025-000262,MAT-00142,1087,1087,0
ALC-0001572,WO-2025-000262,MAT-00726,922,922,0
ALC-0001573,WO-2025-000262,MAT-00816,1105,1105,0
ALC-0001574,WO-2025-000262,MAT-00750,1112,1112,0
ALC-0001575,WO-2025-000262,MAT-00852,837,837,0
ALC-0001576,WO-2025-000263,MAT-00520,390,390,0
ALC-0001577,WO-2025-000263,MAT-01067,463,463,0
ALC-0001578,WO-2025-000263,MAT-01019,229,229,0
ALC-0001579,WO-2025-000263,MAT-00025,390,390,0
ALC-0001580,WO-2025-000263,MAT-00499,359,359,0
ALC-0001581,WO-2025-000264,MAT-00885,488,488,0
ALC-0001582,WO-2025-000264,MAT-01068,285,285,0
ALC-0001583,WO-2025-000264,MAT-00866,392,392,0
ALC-0001584,WO-2025-000264,MAT-00881,475,475,0
ALC-0001585,WO-2025-000264,MAT-00431,108,108,0
ALC-0001586,WO-2025-000264,MAT-00741,457,457,0
ALC-0001587,WO-2025-000264,MAT-00372,315,315,0
ALC-0001588,WO-2025-000265,MAT-00907,558,558,0
ALC-0001589,WO-2025-000265,MAT-00752,284,284,0
ALC-0001590,WO-2025-000265,MAT-00383,257,257,0
ALC-0001591,WO-2025-000265,MAT-00163,1181,1181,0
ALC-0001592,WO-2025-000265,MAT-00006,1090,1090,0
ALC-0001593,WO-2025-000265,MAT-00156,347,347,0
ALC-0001594,WO-2025-000266,MAT-00451,2374,2374,0
ALC-0001595,WO-2025-000266,MAT-00812,1787,1787,0
ALC-0001596,WO-2025-000266,MAT-00712,1350,1350,0
ALC-0001597,WO-2025-000266,MAT-00205,938,938,0
ALC-0001598,WO-2025-000267,MAT-00347,4223,4223,0
ALC-0001599,WO-2025-000267,MAT-00472,1974,1974,0
ALC-0001600,WO-2025-000267,MAT-01160,2235,2235,0
ALC-0001601,WO-2025-000267,MAT-00424,3552,3552,0
ALC-0001602,WO-2025-000267,MAT-00364,3145,3145,0
ALC-0001603,WO-2025-000267,MAT-00037,3942,3942,0
ALC-0001604,WO-2025-000268,MAT-00219,343,343,0
ALC-0001605,WO-2025-000268,MAT-00723,382,382,0
ALC-0001606,WO-2025-000268,MAT-00137,494,494,0
ALC-0001607,WO-2025-000268,MAT-00743,470,470,0
ALC-0001608,WO-2025-000268,MAT-00006,226,226,0
ALC-0001609,WO-2025-000268,MAT-01148,133,133,0
ALC-0001610,WO-2025-000269,MAT-00853,82,82,0
ALC-0001611,WO-2025-000269,MAT-01122,163,163,0
ALC-0001612,WO-2025-000269,MAT-00598,155,155,0
ALC-0001613,WO-2025-000269,MAT-01092,241,241,0
ALC-0001614,WO-2025-000270,MAT-00316,660,660,0
ALC-0001615,WO-2025-000270,MAT-00292,874,874,0
ALC-0001616,WO-2025-000270,MAT-00025,808,808,0
ALC-0001617,WO-2025-000270,MAT-00118,552,552,0
ALC-0001618,WO-2025-000270,MAT-00448,646,646,0
ALC-0001619,WO-2025-000270,MAT-00272,483,483,0
ALC-0001620,WO-2025-000270,MAT-00161,588,588,0
ALC-0001621,WO-2025-000270,MAT-00624,461,461,0
ALC-0001622,WO-2025-000271,MAT-00773,184,184,0
ALC-0001623,WO-2025-000271,MAT-00444,370,370,0
ALC-0001624,WO-2025-000271,MAT-00824,271,271,0
ALC-0001625,WO-2025-000271,MAT-01136,382,382,0
ALC-0001626,WO-2025-000271,MAT-01171,357,357,0
ALC-0001627,WO-2025-000271,MAT-00508,148,148,0
ALC-0001628,WO-2025-000271,MAT-01122,223,223,0
ALC-0001629,WO-2025-000272,MAT-00915,957,957,0
ALC-0001630,WO-2025-000272,MAT-00304,775,775,0
ALC-0001631,WO-2025-000272,MAT-00872,925,925,0
ALC-0001632,WO-2025-000272,MAT-00050,348,348,0
ALC-0001633,WO-2025-000272,MAT-01123,635,635,0
ALC-0001634,WO-2025-000272,MAT-00632,964,964,0
ALC-0001635,WO-2025-000273,MAT-00903,1087,1087,0
ALC-0001636,WO-2025-000273,MAT-00191,391,391,0
ALC-0001637,WO-2025-000273,MAT-00689,765,765,0
ALC-0001638,WO-2025-000273,MAT-01052,1174,1174,0
ALC-0001639,WO-2025-000273,MAT-00268,896,896,0
ALC-0001640,WO-2025-000273,MAT-00102,1142,1142,0
ALC-0001641,WO-2025-000273,MAT-00729,278,278,0
ALC-0001642,WO-2025-000274,MAT-01086,4265,4265,0
ALC-0001643,WO-2025-000274,MAT-00991,1222,1222,0
ALC-0001644,WO-2025-000274,MAT-00256,4458,4458,0
ALC-0001645,WO-2025-000274,MAT-00515,1392,1392,0
ALC-0001646,WO-2025-000274,MAT-00568,2731,2731,0
ALC-0001647,WO-2025-000275,MAT-00501,3347,3347,0
ALC-0001648,WO-2025-000275,MAT-00767,4302,4302,0
ALC-0001649,WO-2025-000275,MAT-00289,2246,2246,0
ALC-0001650,WO-2025-000275,MAT-00020,2088,2088,0
ALC-0001651,WO-2025-000275,MAT-00425,3298,3298,0
ALC-0001652,WO-2025-000275,MAT-00989,2928,2928,0
ALC-0001653,WO-2025-000275,MAT-00076,4293,4293,0
ALC-0001654,WO-2025-000276,MAT-00278,2812,2812,0
ALC-0001655,WO-2025-000276,MAT-00474,2666,2666,0
ALC-0001656,WO-2025-000276,MAT-00742,1110,1110,0
ALC-0001657,WO-2025-000276,MAT-00334,1270,1270,0
ALC-0001658,WO-2025-000276,MAT-00230,2614,2614,0
ALC-0001659,WO-2025-000276,MAT-00569,3009,3009,0
ALC-0001660,WO-2025-000277,MAT-00344,3557,3557,0
ALC-0001661,WO-2025-000277,MAT-00423,4306,4306,0
ALC-0001662,WO-2025-000277,MAT-00230,2931,2931,0
ALC-0001663,WO-2025-000277,MAT-00676,3984,3984,0
ALC-0001664,WO-2025-000277,MAT-00849,3825,3825,0
ALC-0001665,WO-2025-000277,MAT-00693,2405,2405,0
ALC-0001666,WO-2025-000278,MAT-00421,2638,2638,0
ALC-0001667,WO-2025-000278,MAT-00223,1625,1625,0
ALC-0001668,WO-2025-000278,MAT-01014,3447,3447,0
ALC-0001669,WO-2025-000278,MAT-00172,1628,1628,0
ALC-0001670,WO-2025-000279,MAT-01133,3707,3707,0
ALC-0001671,WO-2025-000279,MAT-01059,2697,2697,0
ALC-0001672,WO-2025-000279,MAT-00256,4370,4370,0
ALC-0001673,WO-2025-000279,MAT-00933,3475,3475,0
ALC-0001674,WO-2025-000280,MAT-00556,912,912,0
ALC-0001675,WO-2025-000280,MAT-00568,754,754,0
ALC-0001676,WO-2025-000280,MAT-00055,1101,1101,0
ALC-0001677,WO-2025-000280,MAT-00231,422,422,0
ALC-0001678,WO-2025-000280,MAT-00759,270,270,0
ALC-0001679,WO-2025-000280,MAT-00442,1045,1045,0
ALC-0001680,WO-2025-000280,MAT-00549,445,445,0
ALC-0001681,WO-2025-000281,MAT-00104,1407,1407,0
ALC-0001682,WO-2025-000281,MAT-00544,2064,2064,0
ALC-0001683,WO-2025-000281,MAT-00072,996,996,0
ALC-0001684,WO-2025-000281,MAT-01175,1723,1723,0
ALC-0001685,WO-2025-000281,MAT-00723,771,771,0
ALC-0001686,WO-2025-000281,MAT-00813,1836,1836,0
ALC-0001687,WO-2025-000281,MAT-00340,1692,1692,0
ALC-0001688,WO-2025-000281,MAT-00371,1346,1346,0
ALC-0001689,WO-2025-000282,MAT-01018,335,335,0
ALC-0001690,WO-2025-000282,MAT-00429,140,140,0
ALC-0001691,WO-2025-000282,MAT-00139,227,227,0
ALC-0001692,WO-2025-000282,MAT-00755,364,364,0
ALC-0001693,WO-2025-000282,MAT-01148,245,245,0
ALC-0001694,WO-2025-000282,MAT-01155,475,475,0
ALC-0001695,WO-2025-000282,MAT-00713,171,171,0
ALC-0001696,WO-2025-000282,MAT-00276,302,302,0
ALC-0001697,WO-2025-000283,MAT-00543,90,90,0
ALC-0001698,WO-2025-000283,MAT-01035,92,92,0
ALC-0001699,WO-2025-000283,MAT-00495,141,141,0
ALC-0001700,WO-2025-000283,MAT-00887,168,168,0
ALC-0001701,WO-2025-000283,MAT-00082,78,78,0
ALC-0001702,WO-2025-000283,MAT-00084,106,106,0
ALC-0001703,WO-2025-000284,MAT-00099,927,927,0
ALC-0001704,WO-2025-000284,MAT-00968,1093,1093,0
ALC-0001705,WO-2025-000284,MAT-00229,880,880,0
ALC-0001706,WO-2025-000284,MAT-00865,1243,1243,0
ALC-0001707,WO-2025-000284,MAT-00495,618,618,0
ALC-0001708,WO-2025-000285,MAT-00489,66,66,0
ALC-0001709,WO-2025-000285,MAT-00555,132,132,0
ALC-0001710,WO-2025-000285,MAT-00025,238,238,0
ALC-0001711,WO-2025-000285,MAT-00110,111,111,0
ALC-0001712,WO-2025-000285,MAT-00547,179,179,0
ALC-0001713,WO-2025-000286,MAT-01088,208,208,0
ALC-0001714,WO-2025-000286,MAT-00945,103,103,0
ALC-0001715,WO-2025-000286,MAT-00726,455,455,0
ALC-0001716,WO-2025-000286,MAT-00030,364,364,0
ALC-0001717,WO-2025-000286,MAT-00620,392,392,0
ALC-0001718,WO-2025-000286,MAT-00007,127,127,0
ALC-0001719,WO-2025-000286,MAT-00069,337,337,0
ALC-0001720,WO-2025-000286,MAT-00387,155,155,0
ALC-0001721,WO-2025-000287,MAT-00344,434,434,0
ALC-0001722,WO-2025-000287,MAT-01176,405,405,0
ALC-0001723,WO-2025-000287,MAT-01195,147,147,0
ALC-0001724,WO-2025-000287,MAT-00641,439,439,0
ALC-0001725,WO-2025-000287,MAT-00010,475,475,0
ALC-0001726,WO-2025-000287,MAT-00185,422,422,0
ALC-0001727,WO-2025-000288,MAT-00904,486,486,0
ALC-0001728,WO-2025-000288,MAT-00944,443,443,0
ALC-0001729,WO-2025-000288,MAT-01035,381,381,0
ALC-0001730,WO-2025-000288,MAT-00867,407,407,0
ALC-0001731,WO-2025-000288,MAT-00375,423,423,0
ALC-0001732,WO-2025-000288,MAT-01030,362,362,0
ALC-0001733,WO-2025-000288,MAT-00948,268,268,0
ALC-0001734,WO-2025-000289,MAT-00050,275,275,0
ALC-0001735,WO-2025-000289,MAT-00753,829,829,0
ALC-0001736,WO-2025-000289,MAT-00984,1057,1057,0
ALC-0001737,WO-2025-000289,MAT-00928,525,525,0
ALC-0001738,WO-2025-000290,MAT-00756,4185,4185,0
ALC-0001739,WO-2025-000290,MAT-01137,1506,1506,0
ALC-0001740,WO-2025-000290,MAT-00699,1520,1520,0
ALC-0001741,WO-2025-000290,MAT-00885,3455,3455,0
ALC-0001742,WO-2025-000290,MAT-00631,4100,4100,0
ALC-0001743,WO-2025-000290,MAT-00390,3670,3670,0
ALC-0001744,WO-2025-000290,MAT-00516,4326,4326,0
ALC-0001745,WO-2025-000291,MAT-00998,159,159,0
ALC-0001746,WO-2025-000291,MAT-01093,235,235,0
ALC-0001747,WO-2025-000291,MAT-00236,97,97,0
ALC-0001748,WO-2025-000291,MAT-00946,96,96,0
ALC-0001749,WO-2025-000291,MAT-00951,107,107,0
ALC-0001750,WO-2025-000291,MAT-00518,235,235,0
ALC-0001751,WO-2025-000292,MAT-00773,1461,1461,0
ALC-0001752,WO-2025-000292,MAT-00692,727,727,0
ALC-0001753,WO-2025-000292,MAT-00151,1114,1114,0
ALC-0001754,WO-2025-000292,MAT-00888,1595,1595,0
ALC-0001755,WO-2025-000292,MAT-00480,645,645,0
ALC-0001756,WO-2025-000292,MAT-00924,674,674,0
ALC-0001757,WO-2025-000292,MAT-01160,1060,1060,0
ALC-0001758,WO-2025-000292,MAT-00344,607,607,0
ALC-0001759,WO-2025-000293,MAT-00489,117,117,0
ALC-0001760,WO-2025-000293,MAT-00085,249,249,0
ALC-0001761,WO-2025-000293,MAT-00225,208,208,0
ALC-0001762,WO-2025-000293,MAT-00108,202,202,0
ALC-0001763,WO-2025-000293,MAT-00158,108,108,0
ALC-0001764,WO-2025-000293,MAT-00395,180,180,0
ALC-0001765,WO-2025-000293,MAT-00394,149,149,0
ALC-0001766,WO-2025-000293,MAT-00279,81,81,0
ALC-0001767,WO-2025-000294,MAT-01074,1090,1090,0
ALC-0001768,WO-2025-000294,MAT-01155,980,980,0
ALC-0001769,WO-2025-000294,MAT-00042,1087,1087,0
ALC-0001770,WO-2025-000294,MAT-00222,727,727,0
ALC-0001771,WO-2025-000294,MAT-00588,1166,1166,0
ALC-0001772,WO-2025-000294,MAT-00060,575,575,0
ALC-0001773,WO-2025-000295,MAT-00326,190,190,0
ALC-0001774,WO-2025-000295,MAT-00928,201,201,0
ALC-0001775,WO-2025-000295,MAT-00190,139,139,0
ALC-0001776,WO-2025-000295,MAT-01055,135,135,0
ALC-0001777,WO-2025-000295,MAT-00247,81,81,0
ALC-0001778,WO-2025-000295,MAT-00587,227,227,0
ALC-0001779,WO-2025-000296,MAT-00842,1904,1904,0
ALC-0001780,WO-2025-000296,MAT-00483,2440,2440,0
ALC-0001781,WO-2025-000296,MAT-00229,2189,2189,0
ALC-0001782,WO-2025-000296,MAT-00385,1079,1079,0
ALC-0001783,WO-2025-000297,MAT-00910,124,124,0
ALC-0001784,WO-2025-000297,MAT-00819,238,238,0
ALC-0001785,WO-2025-000297,MAT-00831,123,123,0
ALC-0001786,WO-2025-000297,MAT-00561,58,58,0
ALC-0001787,WO-2025-000297,MAT-00520,245,245,0
ALC-0001788,WO-2025-000297,MAT-00878,90,90,0
ALC-0001789,WO-2025-000297,MAT-00377,58,58,0
ALC-0001790,WO-2025-000298,MAT-00246,391,391,0
ALC-0001791,WO-2025-000298,MAT-00468,285,285,0
ALC-0001792,WO-2025-000298,MAT-01006,207,207,0
ALC-0001793,WO-2025-000298,MAT-00485,262,262,0
ALC-0001794,WO-2025-000298,MAT-00605,375,375,0
ALC-0001795,WO-2025-000299,MAT-00156,4351,4351,0
ALC-0001796,WO-2025-000299,MAT-00391,2776,2776,0
ALC-0001797,WO-2025-000299,MAT-00474,4370,4370,0
ALC-0001798,WO-2025-000299,MAT-00016,1107,1107,0
ALC-0001799,WO-2025-000299,MAT-01030,1868,1868,0
ALC-0001800,WO-2025-000299,MAT-00442,3583,3583,0
ALC-0001801,WO-2025-000299,MAT-00350,1740,1740,0
ALC-0001802,WO-2025-000300,MAT-00458,803,803,0
ALC-0001803,WO-2025-000300,MAT-00620,1161,1161,0
ALC-0001804,WO-2025-000300,MAT-00329,276,276,0
ALC-0001805,WO-2025-000300,MAT-00694,870,870,0
ALC-0001806,WO-2025-000300,MAT-00692,535,535,0
ALC-0001807,WO-2025-000300,MAT-00996,485,485,0
ALC-0001808,WO-2025-000301,MAT-00841,352,352,0
ALC-0001809,WO-2025-000301,MAT-01064,399,399,0
ALC-0001810,WO-2025-000301,MAT-00047,191,191,0
ALC-0001811,WO-2025-000301,MAT-00803,229,229,0
ALC-0001812,WO-2025-000302,MAT-00468,1141,1141,0
ALC-0001813,WO-2025-000302,MAT-00036,780,780,0
ALC-0001814,WO-2025-000302,MAT-00826,286,286,0
ALC-0001815,WO-2025-000302,MAT-00602,395,395,0
ALC-0001816,WO-2025-000302,MAT-00343,463,463,0
ALC-0001817,WO-2025-000302,MAT-00352,1243,1243,0
ALC-0001818,WO-2025-000302,MAT-00935,1086,1086,0
ALC-0001819,WO-2025-000303,MAT-01086,390,390,0
ALC-0001820,WO-2025-000303,MAT-00538,545,545,0
ALC-0001821,WO-2025-000303,MAT-00034,1014,1014,0
ALC-0001822,WO-2025-000303,MAT-00524,820,820,0
ALC-0001823,WO-2025-000304,MAT-00385,1685,1685,0
ALC-0001824,WO-2025-000304,MAT-01184,1096,1096,0
ALC-0001825,WO-2025-000304,MAT-00147,1147,1147,0
ALC-0001826,WO-2025-000304,MAT-00146,919,919,0
