po_id,po_number,supplier_id,factory_id,warehouse_id,order_date,promised_delivery_date,status,total_amount,currency,created_at
PO-2025-00782,PO-000782,SUP-0032,FAC-APAC-01,WH-APAC-RAW-01,2025-04-10,2025-05-10,DELIVERED,8344.64,USD,2025-04-10T00:00:00
PO-2025-00783,PO-000783,SUP-0047,FAC-APAC-01,WH-APAC-RAW-01,2025-08-12,2025-08-24,DELIVERED,3183.21,USD,2025-08-12T00:00:00
PO-2025-00784,PO-000784,SUP-0059,FAC-MX-01,WH-MX-RAW-01,2025-04-18,2025-06-19,DELIVERED,33828.72,USD,2025-04-18T00:00:00
PO-2025-00785,PO-000785,SUP-0022,FAC-MX-01,WH-MX-RAW-01,2025-12-08,2025-12-22,DELIVERED,1218.9,USD,2025-12-08T00:00:00
PO-2025-00786,PO-000786,SUP-0049,FAC-APAC-01,WH-APAC-RAW-01,2025-12-31,2026-01-18,DELIVERED,10809.18,USD,2025-12-31T00:00:00
PO-2025-00787,PO-000787,SUP-0069,FAC-US-01,WH-US-RAW-01,2025-05-29,2025-06-17,DELIVERED,26226.42,USD,2025-05-29T00:00:00
PO-2025-00788,PO-000788,SUP-0082,FAC-EU-01,WH-EU-RAW-01,2025-09-30,2025-12-02,DELIVERED,386492.97,USD,2025-09-30T00:00:00
PO-2025-00789,PO-000789,SUP-0112,FAC-EU-01,WH-EU-RAW-01,2025-10-24,2025-11-11,DELIVERED,33119.4,USD,2025-10-24T00:00:00
PO-2025-00790,PO-000790,SUP-0075,FAC-APAC-01,WH-APAC-RAW-01,2025-09-24,2025-10-22,DELIVERED,5208.02,USD,2025-09-24T00:00:00
PO-2025-00791,PO-000791,SUP-0105,FAC-EU-01,WH-EU-RAW-01,2025-06-02,2025-06-19,DELIVERED,62379.59,USD,2025-06-02T00:00:00
PO-2025-00792,PO-000792,SUP-0028,FAC-EU-01,WH-EU-RAW-01,2025-10-12,2025-11-11,DELIVERED,114006.33,USD,2025-10-12T00:00:00
PO-2025-00793,PO-000793,SUP-0016,FAC-EU-01,WH-EU-RAW-01,2026-01-20,2026-02-13,DELIVERED,461501.06,USD,2026-01-20T00:00:00
PO-2025-00794,PO-000794,SUP-0091,FAC-EU-01,WH-EU-RAW-01,2025-04-28,2025-05-15,DELIVERED,285799.57,USD,2025-04-28T00:00:00
PO-2025-00795,PO-000795,SUP-0048,FAC-US-01,WH-US-RAW-01,2025-05-05,2025-06-03,DELIVERED,198.5,USD,2025-05-05T00:00:00
PO-2025-00796,PO-000796,SUP-0111,FAC-US-01,WH-US-RAW-01,2025-09-19,2025-10-25,DELIVERED,1985.5,USD,2025-09-19T00:00:00
PO-2025-00797,PO-000797,SUP-0019,FAC-EU-01,WH-EU-RAW-01,2026-04-13,2026-05-05,PENDING,453466.64,USD,2026-04-13T00:00:00
PO-2025-00798,PO-000798,SUP-0049,FAC-MX-01,WH-MX-RAW-01,2025-12-26,2026-01-09,DELIVERED,289513.16,USD,2025-12-26T00:00:00
PO-2025-00799,PO-000799,SUP-0100,FAC-US-01,WH-US-RAW-01,2025-12-29,2026-01-12,DELIVERED,19258.47,USD,2025-12-29T00:00:00
PO-2025-00800,PO-000800,SUP-0077,FAC-US-01,WH-US-RAW-01,2025-09-22,2025-10-16,DELIVERED,354.6,USD,2025-09-22T00:00:00
PO-2025-00801,PO-000801,SUP-0062,FAC-EU-01,WH-EU-RAW-01,2025-12-05,2026-01-12,DELIVERED,11896.64,USD,2025-12-05T00:00:00
PO-2025-00802,PO-000802,SUP-0024,FAC-US-01,WH-US-RAW-01,2025-02-14,2025-03-04,DELIVERED,3423.42,USD,2025-02-14T00:00:00
PO-2025-00803,PO-000803,SUP-0007,FAC-APAC-01,WH-APAC-RAW-01,2025-12-17,2026-01-08,CANCELLED,1104.94,USD,2025-12-17T00:00:00
PO-2025-00804,PO-000804,SUP-0080,FAC-US-01,WH-US-RAW-01,2026-03-27,2026-04-28,IN_TRANSIT,27236.25,USD,2026-03-27T00:00:00
PO-2025-00805,PO-000805,SUP-0004,FAC-MX-01,WH-MX-RAW-01,2025-12-10,2026-01-11,DELIVERED,379.61,USD,2025-12-10T00:00:00
PO-2025-00806,PO-000806,SUP-0048,FAC-APAC-01,WH-APAC-RAW-01,2026-03-07,2026-04-08,OVERDUE,3219.75,USD,2026-03-07T00:00:00
PO-2025-00807,PO-000807,SUP-0107,FAC-US-01,WH-US-RAW-01,2026-01-11,2026-01-23,DELIVERED,8003.94,USD,2026-01-11T00:00:00
PO-2025-00808,PO-000808,SUP-0082,FAC-EU-01,WH-EU-RAW-01,2025-06-02,2025-08-04,DELIVERED,37813.38,USD,2025-06-02T00:00:00
PO-2025-00809,PO-000809,SUP-0008,FAC-MX-01,WH-MX-RAW-01,2026-03-21,2026-04-24,IN_TRANSIT,15710.6,USD,2026-03-21T00:00:00
PO-2025-00810,PO-000810,SUP-0001,FAC-EU-01,WH-EU-RAW-01,2025-04-24,2025-06-26,DELIVERED,175444.18,USD,2025-04-24T00:00:00
PO-2025-00811,PO-000811,SUP-0008,FAC-APAC-01,WH-APAC-RAW-01,2025-11-18,2025-12-25,DELIVERED,1695.2,USD,2025-11-18T00:00:00
PO-2025-00812,PO-000812,SUP-0059,FAC-EU-01,WH-EU-RAW-01,2025-06-15,2025-08-17,DELIVERED,9305.52,USD,2025-06-15T00:00:00
PO-2025-00813,PO-000813,SUP-0099,FAC-EU-01,WH-EU-RAW-01,2025-02-17,2025-03-03,DELIVERED,375.83,USD,2025-02-17T00:00:00
PO-2025-00814,PO-000814,SUP-0099,FAC-US-01,WH-US-RAW-01,2025-10-13,2025-10-22,DELIVERED,163531.16,USD,2025-10-13T00:00:00
PO-2025-00815,PO-000815,SUP-0064,FAC-US-01,WH-US-RAW-01,2025-08-27,2025-09-16,DELIVERED,29537.88,USD,2025-08-27T00:00:00
PO-2025-00816,PO-000816,SUP-0012,FAC-US-01,WH-US-RAW-01,2025-11-03,2025-11-16,DELIVERED,7381.28,USD,2025-11-03T00:00:00
PO-2025-00817,PO-000817,SUP-0093,FAC-US-01,WH-US-RAW-01,2025-11-30,2026-01-15,DELIVERED,59500.24,USD,2025-11-30T00:00:00
PO-2025-00818,PO-000818,SUP-0034,FAC-APAC-01,WH-APAC-RAW-01,2025-04-02,2025-04-27,DELIVERED,98042.4,USD,2025-04-02T00:00:00
PO-2025-00819,PO-000819,SUP-0026,FAC-APAC-01,WH-APAC-RAW-01,2025-06-04,2025-07-06,DELIVERED,3145.5,USD,2025-06-04T00:00:00
PO-2025-00820,PO-000820,SUP-0005,FAC-EU-01,WH-EU-RAW-01,2025-11-25,2025-12-21,DELIVERED,3289.44,USD,2025-11-25T00:00:00
PO-2025-00821,PO-000821,SUP-0092,FAC-US-01,WH-US-RAW-01,2025-09-15,2025-10-03,DELIVERED,2204.73,USD,2025-09-15T00:00:00
PO-2025-00822,PO-000822,SUP-0086,FAC-EU-01,WH-EU-RAW-01,2026-01-13,2026-01-25,DELIVERED,11151.36,USD,2026-01-13T00:00:00
PO-2025-00823,PO-000823,SUP-0048,FAC-MX-01,WH-MX-RAW-01,2025-12-21,2026-01-19,DELIVERED,23966.8,USD,2025-12-21T00:00:00
PO-2025-00824,PO-000824,SUP-0022,FAC-US-01,WH-US-RAW-01,2026-02-23,2026-03-09,DELIVERED,94090.01,USD,2026-02-23T00:00:00
PO-2025-00825,PO-000825,SUP-0018,FAC-MX-01,WH-MX-RAW-01,2026-01-02,2026-01-28,DELIVERED,28872.04,USD,2026-01-02T00:00:00
PO-2025-00826,PO-000826,SUP-0097,FAC-EU-01,WH-EU-RAW-01,2025-10-16,2025-11-18,DELIVERED,212734.73,USD,2025-10-16T00:00:00
PO-2025-00827,PO-000827,SUP-0092,FAC-MX-01,WH-MX-RAW-01,2025-12-27,2026-01-20,DELIVERED,27169.25,USD,2025-12-27T00:00:00
PO-2025-00828,PO-000828,SUP-0021,FAC-US-01,WH-US-RAW-01,2025-08-19,2025-09-17,DELIVERED,2281.4,USD,2025-08-19T00:00:00
PO-2025-00829,PO-000829,SUP-0021,FAC-APAC-01,WH-APAC-RAW-01,2025-09-01,2025-10-04,CANCELLED,416233.79,USD,2025-09-01T00:00:00
PO-2025-00830,PO-000830,SUP-0003,FAC-EU-01,WH-EU-RAW-01,2026-02-01,2026-02-20,DELIVERED,4136.0,USD,2026-02-01T00:00:00
PO-2025-00831,PO-000831,SUP-0095,FAC-APAC-01,WH-APAC-RAW-01,2025-10-21,2025-11-03,DELIVERED,30251.21,USD,2025-10-21T00:00:00
PO-2025-00832,PO-000832,SUP-0025,FAC-APAC-01,WH-APAC-RAW-01,2026-02-05,2026-02-12,DELIVERED,5337.6,USD,2026-02-05T00:00:00
PO-2025-00833,PO-000833,SUP-0029,FAC-EU-01,WH-EU-RAW-01,2026-02-14,2026-03-16,DELIVERED,3328.92,USD,2026-02-14T00:00:00
PO-2025-00834,PO-000834,SUP-0119,FAC-EU-01,WH-EU-RAW-01,2026-02-28,2026-04-02,DELIVERED,140565.89,USD,2026-02-28T00:00:00
PO-2025-00835,PO-000835,SUP-0046,FAC-EU-01,WH-EU-RAW-01,2026-03-28,2026-04-24,IN_TRANSIT,8674.42,USD,2026-03-28T00:00:00
PO-2025-00836,PO-000836,SUP-0009,FAC-US-01,WH-US-RAW-01,2025-10-16,2025-12-11,DELIVERED,218333.32,USD,2025-10-16T00:00:00
PO-2025-00837,PO-000837,SUP-0114,FAC-APAC-01,WH-APAC-RAW-01,2025-09-06,2025-09-25,DELIVERED,7376.49,USD,2025-09-06T00:00:00
PO-2025-00838,PO-000838,SUP-0051,FAC-US-01,WH-US-RAW-01,2025-12-02,2025-12-29,DELIVERED,76967.13,USD,2025-12-02T00:00:00
PO-2025-00839,PO-000839,SUP-0013,FAC-MX-01,WH-MX-RAW-01,2025-09-25,2025-10-13,DELIVERED,37650.64,USD,2025-09-25T00:00:00
PO-2025-00840,PO-000840,SUP-0059,FAC-EU-01,WH-EU-RAW-01,2025-12-07,2026-02-05,DELIVERED,81106.8,USD,2025-12-07T00:00:00
PO-2025-00841,PO-000841,SUP-0038,FAC-US-01,WH-US-RAW-01,2026-01-06,2026-01-27,DELIVERED,16674.2,USD,2026-01-06T00:00:00
PO-2025-00842,PO-000842,SUP-0070,FAC-MX-01,WH-MX-RAW-01,2026-01-01,2026-02-21,DELIVERED,400257.65,USD,2026-01-01T00:00:00
PO-2025-00843,PO-000843,SUP-0056,FAC-MX-01,WH-MX-RAW-01,2025-09-26,2025-10-11,DELIVERED,14511.2,USD,2025-09-26T00:00:00
PO-2025-00844,PO-000844,SUP-0029,FAC-EU-01,WH-EU-RAW-01,2025-06-29,2025-08-02,DELIVERED,21139.91,USD,2025-06-29T00:00:00
PO-2025-00845,PO-000845,SUP-0013,FAC-US-01,WH-US-RAW-01,2025-10-16,2025-11-05,DELIVERED,38530.22,USD,2025-10-16T00:00:00
PO-2025-00846,PO-000846,SUP-0049,FAC-US-01,WH-US-RAW-01,2025-06-15,2025-06-30,DELIVERED,5117.86,USD,2025-06-15T00:00:00
PO-2025-00847,PO-000847,SUP-0053,FAC-EU-01,WH-EU-RAW-01,2026-03-15,2026-04-17,IN_TRANSIT,18145.61,USD,2026-03-15T00:00:00
PO-2025-00848,PO-000848,SUP-0048,FAC-MX-01,WH-MX-RAW-01,2025-09-16,2025-10-14,DELIVERED,62225.62,USD,2025-09-16T00:00:00
PO-2025-00849,PO-000849,SUP-0064,FAC-US-01,WH-US-RAW-01,2025-06-22,2025-07-17,DELIVERED,8877.36,USD,2025-06-22T00:00:00
PO-2025-00850,PO-000850,SUP-0006,FAC-MX-01,WH-MX-RAW-01,2025-03-12,2025-03-24,DELIVERED,26751.62,USD,2025-03-12T00:00:00
PO-2025-00851,PO-000851,SUP-0041,FAC-APAC-01,WH-APAC-RAW-01,2025-12-20,2026-01-13,DELIVERED,12102.19,USD,2025-12-20T00:00:00
PO-2025-00852,PO-000852,SUP-0085,FAC-EU-01,WH-EU-RAW-01,2025-12-17,2025-12-24,DELIVERED,10926.84,USD,2025-12-17T00:00:00
PO-2025-00853,PO-000853,SUP-0045,FAC-EU-01,WH-EU-RAW-01,2025-09-14,2025-09-30,DELIVERED,11305.1,USD,2025-09-14T00:00:00
PO-2025-00854,PO-000854,SUP-0027,FAC-US-01,WH-US-RAW-01,2025-04-28,2025-05-20,DELIVERED,279880.12,USD,2025-04-28T00:00:00
PO-2025-00855,PO-000855,SUP-0010,FAC-EU-01,WH-EU-RAW-01,2025-10-09,2025-10-27,OVERDUE,335815.91,USD,2025-10-09T00:00:00
PO-2025-00856,PO-000856,SUP-0055,FAC-APAC-01,WH-APAC-RAW-01,2025-09-03,2025-09-25,DELIVERED,27888.96,USD,2025-09-03T00:00:00
PO-2025-00857,PO-000857,SUP-0120,FAC-US-01,WH-US-RAW-01,2025-12-28,2026-01-26,DELIVERED,114197.76,USD,2025-12-28T00:00:00
PO-2025-00858,PO-000858,SUP-0076,FAC-EU-01,WH-EU-RAW-01,2025-12-08,2026-01-11,DELIVERED,28325.25,USD,2025-12-08T00:00:00
PO-2025-00859,PO-000859,SUP-0012,FAC-US-01,WH-US-RAW-01,2025-09-23,2025-10-05,DELIVERED,67277.15,USD,2025-09-23T00:00:00
PO-2025-00860,PO-000860,SUP-0005,FAC-APAC-01,WH-APAC-RAW-01,2025-07-25,2025-08-15,DELIVERED,22474.96,USD,2025-07-25T00:00:00
PO-2025-00861,PO-000861,SUP-0108,FAC-EU-01,WH-EU-RAW-01,2026-05-25,2026-06-14,PENDING,46641.55,USD,2026-05-25T00:00:00
PO-2025-00862,PO-000862,SUP-0091,FAC-US-01,WH-US-RAW-01,2025-10-24,2025-11-09,DELIVERED,14294.28,USD,2025-10-24T00:00:00
PO-2025-00863,PO-000863,SUP-0016,FAC-US-01,WH-US-RAW-01,2025-12-31,2026-01-21,DELIVERED,8888.83,USD,2025-12-31T00:00:00
PO-2025-00864,PO-000864,SUP-0119,FAC-US-01,WH-US-RAW-01,2025-06-14,2025-07-19,DELIVERED,4001.58,USD,2025-06-14T00:00:00
PO-2025-00865,PO-000865,SUP-0107,FAC-MX-01,WH-MX-RAW-01,2025-11-03,2025-11-19,DELIVERED,26663.42,USD,2025-11-03T00:00:00
PO-2025-00866,PO-000866,SUP-0107,FAC-US-01,WH-US-RAW-01,2025-03-14,2025-03-27,DELIVERED,12905.76,USD,2025-03-14T00:00:00
PO-2025-00867,PO-000867,SUP-0052,FAC-MX-01,WH-MX-RAW-01,2025-11-09,2025-12-09,DELIVERED,119789.66,USD,2025-11-09T00:00:00
PO-2025-00868,PO-000868,SUP-0105,FAC-US-01,WH-US-RAW-01,2026-04-29,2026-05-17,PENDING,7833.78,USD,2026-04-29T00:00:00
PO-2025-00869,PO-000869,SUP-0110,FAC-MX-01,WH-MX-RAW-01,2025-09-30,2025-10-17,DELIVERED,9891.84,USD,2025-09-30T00:00:00
PO-2025-00870,PO-000870,SUP-0090,FAC-MX-01,WH-MX-RAW-01,2025-03-28,2025-04-19,DELIVERED,15975.52,USD,2025-03-28T00:00:00
PO-2025-00871,PO-000871,SUP-0003,FAC-MX-01,WH-MX-RAW-01,2025-03-19,2025-04-08,DELIVERED,1375.2,USD,2025-03-19T00:00:00
PO-2025-00872,PO-000872,SUP-0029,FAC-MX-01,WH-MX-RAW-01,2025-10-01,2025-11-04,DELIVERED,5221.34,USD,2025-10-01T00:00:00
PO-2025-00873,PO-000873,SUP-0074,FAC-US-01,WH-US-RAW-01,2025-06-25,2025-07-20,DELIVERED,17677.24,USD,2025-06-25T00:00:00
PO-2025-00874,PO-000874,SUP-0095,FAC-MX-01,WH-MX-RAW-01,2025-03-09,2025-03-21,DELIVERED,120038.13,USD,2025-03-09T00:00:00
PO-2025-00875,PO-000875,SUP-0095,FAC-EU-01,WH-EU-RAW-01,2026-01-21,2026-02-02,DELIVERED,51816.39,USD,2026-01-21T00:00:00
PO-2025-00876,PO-000876,SUP-0082,FAC-EU-01,WH-EU-RAW-01,2025-10-25,2026-01-02,DELIVERED,53782.28,USD,2025-10-25T00:00:00
PO-2025-00877,PO-000877,SUP-0009,FAC-MX-01,WH-MX-RAW-01,2025-08-25,2025-10-16,DELIVERED,467.88,USD,2025-08-25T00:00:00
PO-2025-00878,PO-000878,SUP-0024,FAC-MX-01,WH-MX-RAW-01,2026-03-20,2026-04-08,CANCELLED,108980.85,USD,2026-03-20T00:00:00
PO-2025-00879,PO-000879,SUP-0013,FAC-APAC-01,WH-APAC-RAW-01,2025-05-30,2025-06-17,DELIVERED,76311.92,USD,2025-05-30T00:00:00
PO-2025-00880,PO-000880,SUP-0118,FAC-EU-01,WH-EU-RAW-01,2026-04-23,2026-05-25,PENDING,4707.61,USD,2026-04-23T00:00:00
PO-2025-00881,PO-000881,SUP-0043,FAC-MX-01,WH-MX-RAW-01,2025-09-04,2025-10-02,DELIVERED,4774.11,USD,2025-09-04T00:00:00
PO-2025-00882,PO-000882,SUP-0112,FAC-MX-01,WH-MX-RAW-01,2026-03-14,2026-04-02,DELIVERED,42301.6,USD,2026-03-14T00:00:00
PO-2025-00883,PO-000883,SUP-0026,FAC-APAC-01,WH-APAC-RAW-01,2025-12-08,2026-01-11,DELIVERED,1221.83,USD,2025-12-08T00:00:00
PO-2025-00884,PO-000884,SUP-0009,FAC-APAC-01,WH-APAC-RAW-01,2026-02-15,2026-04-09,DELIVERED,2882.0,USD,2026-02-15T00:00:00
PO-2025-00885,PO-000885,SUP-0099,FAC-EU-01,WH-EU-RAW-01,2026-05-20,2026-06-05,PENDING,104194.64,USD,2026-05-20T00:00:00
PO-2025-00886,PO-000886,SUP-0051,FAC-APAC-01,WH-APAC-RAW-01,2025-08-24,2025-09-21,DELIVERED,522.75,USD,2025-08-24T00:00:00
PO-2025-00887,PO-000887,SUP-0025,FAC-APAC-01,WH-APAC-RAW-01,2026-04-27,2026-05-09,PENDING,24504.66,USD,2026-04-27T00:00:00
PO-2025-00888,PO-000888,SUP-0095,FAC-MX-01,WH-MX-RAW-01,2025-10-02,2025-10-20,DELIVERED,30181.08,USD,2025-10-02T00:00:00
PO-2025-00889,PO-000889,SUP-0041,FAC-US-01,WH-US-RAW-01,2025-09-30,2025-10-20,DELIVERED,15927.64,USD,2025-09-30T00:00:00
PO-2025-00890,PO-000890,SUP-0015,FAC-MX-01,WH-MX-RAW-01,2025-09-14,2025-11-13,OVERDUE,2800.34,USD,2025-09-14T00:00:00
PO-2025-00891,PO-000891,SUP-0092,FAC-EU-01,WH-EU-RAW-01,2025-11-20,2025-12-09,DELIVERED,15866.5,USD,2025-11-20T00:00:00
PO-2025-00892,PO-000892,SUP-0041,FAC-APAC-01,WH-APAC-RAW-01,2025-06-22,2025-07-16,DELIVERED,2860.1,USD,2025-06-22T00:00:00
PO-2025-00893,PO-000893,SUP-0069,FAC-EU-01,WH-EU-RAW-01,2025-11-23,2025-12-11,DELIVERED,163877.12,USD,2025-11-23T00:00:00
PO-2025-00894,PO-000894,SUP-0001,FAC-US-01,WH-US-RAW-01,2025-11-20,2026-01-19,DELIVERED,3698.88,USD,2025-11-20T00:00:00
PO-2025-00895,PO-000895,SUP-0066,FAC-US-01,WH-US-RAW-01,2026-01-23,2026-02-16,CANCELLED,1683.24,USD,2026-01-23T00:00:00
PO-2025-00896,PO-000896,SUP-0079,FAC-EU-01,WH-EU-RAW-01,2026-02-18,2026-03-14,OVERDUE,174421.81,USD,2026-02-18T00:00:00
PO-2025-00897,PO-000897,SUP-0060,FAC-US-01,WH-US-RAW-01,2025-10-19,2025-11-17,DELIVERED,9297.6,USD,2025-10-19T00:00:00
PO-2025-00898,PO-000898,SUP-0039,FAC-US-01,WH-US-RAW-01,2025-08-30,2025-09-30,DELIVERED,19519.57,USD,2025-08-30T00:00:00
PO-2025-00899,PO-000899,SUP-0010,FAC-MX-01,WH-MX-RAW-01,2025-08-12,2025-08-27,OVERDUE,58476.26,USD,2025-08-12T00:00:00
PO-2025-00900,PO-000900,SUP-0070,FAC-EU-01,WH-EU-RAW-01,2025-07-13,2025-09-07,DELIVERED,26109.98,USD,2025-07-13T00:00:00
PO-2025-00901,PO-000901,SUP-0091,FAC-EU-01,WH-EU-RAW-01,2025-04-16,2025-04-30,OVERDUE,10544.61,USD,2025-04-16T00:00:00
PO-2025-00902,PO-000902,SUP-0075,FAC-MX-01,WH-MX-RAW-01,2025-09-15,2025-10-12,OVERDUE,10452.8,USD,2025-09-15T00:00:00
PO-2025-00903,PO-000903,SUP-0090,FAC-US-01,WH-US-RAW-01,2025-08-17,2025-09-13,DELIVERED,7923.96,USD,2025-08-17T00:00:00
PO-2025-00904,PO-000904,SUP-0039,FAC-APAC-01,WH-APAC-RAW-01,2026-05-01,2026-05-27,PENDING,355470.21,USD,2026-05-01T00:00:00
PO-2025-00905,PO-000905,SUP-0007,FAC-MX-01,WH-MX-RAW-01,2025-11-25,2025-12-17,DELIVERED,60059.76,USD,2025-11-25T00:00:00
PO-2025-00906,PO-000906,SUP-0079,FAC-MX-01,WH-MX-RAW-01,2025-09-16,2025-10-13,DELIVERED,2532.72,USD,2025-09-16T00:00:00
PO-2025-00907,PO-000907,SUP-0021,FAC-MX-01,WH-MX-RAW-01,2025-12-01,2025-12-27,DELIVERED,860.51,USD,2025-12-01T00:00:00
PO-2025-00908,PO-000908,SUP-0049,FAC-APAC-01,WH-APAC-RAW-01,2025-06-13,2025-06-29,DELIVERED,7938.72,USD,2025-06-13T00:00:00
PO-2025-00909,PO-000909,SUP-0037,FAC-EU-01,WH-EU-RAW-01,2025-10-20,2025-11-16,DELIVERED,23335.93,USD,2025-10-20T00:00:00
PO-2025-00910,PO-000910,SUP-0078,FAC-MX-01,WH-MX-RAW-01,2025-12-14,2026-01-04,DELIVERED,6520.24,USD,2025-12-14T00:00:00
PO-2025-00911,PO-000911,SUP-0102,FAC-MX-01,WH-MX-RAW-01,2025-11-04,2025-11-26,DELIVERED,4194.19,USD,2025-11-04T00:00:00
PO-2025-00912,PO-000912,SUP-0003,FAC-EU-01,WH-EU-RAW-01,2025-10-06,2025-10-24,DELIVERED,209183.16,USD,2025-10-06T00:00:00
PO-2025-00913,PO-000913,SUP-0073,FAC-US-01,WH-US-RAW-01,2026-06-04,2026-07-04,PENDING,638.78,USD,2026-06-04T00:00:00
PO-2025-00914,PO-000914,SUP-0038,FAC-EU-01,WH-EU-RAW-01,2026-03-10,2026-04-01,OVERDUE,15708.68,USD,2026-03-10T00:00:00
PO-2025-00915,PO-000915,SUP-0087,FAC-EU-01,WH-EU-RAW-01,2025-12-13,2025-12-28,CANCELLED,1307.88,USD,2025-12-13T00:00:00
PO-2025-00916,PO-000916,SUP-0022,FAC-APAC-01,WH-APAC-RAW-01,2025-11-28,2025-12-15,DELIVERED,163470.03,USD,2025-11-28T00:00:00
PO-2025-00917,PO-000917,SUP-0065,FAC-APAC-01,WH-APAC-RAW-01,2025-12-13,2026-01-15,DELIVERED,51084.52,USD,2025-12-13T00:00:00
PO-2025-00918,PO-000918,SUP-0061,FAC-MX-01,WH-MX-RAW-01,2025-07-17,2025-07-31,DELIVERED,1416.16,USD,2025-07-17T00:00:00
PO-2025-00919,PO-000919,SUP-0054,FAC-APAC-01,WH-APAC-RAW-01,2025-10-04,2025-10-31,DELIVERED,347475.69,USD,2025-10-04T00:00:00
PO-2025-00920,PO-000920,SUP-0094,FAC-MX-01,WH-MX-RAW-01,2025-03-29,2025-04-12,OVERDUE,56130.57,USD,2025-03-29T00:00:00
PO-2025-00921,PO-000921,SUP-0009,FAC-MX-01,WH-MX-RAW-01,2025-10-31,2025-12-26,DELIVERED,11243.7,USD,2025-10-31T00:00:00
PO-2025-00922,PO-000922,SUP-0001,FAC-APAC-01,WH-APAC-RAW-01,2025-11-20,2026-01-17,DELIVERED,1244.42,USD,2025-11-20T00:00:00
PO-2025-00923,PO-000923,SUP-0022,FAC-US-01,WH-US-RAW-01,2025-07-29,2025-08-13,OVERDUE,63171.54,USD,2025-07-29T00:00:00
PO-2025-00924,PO-000924,SUP-0075,FAC-EU-01,WH-EU-RAW-01,2026-04-29,2026-05-25,PENDING,48873.92,USD,2026-04-29T00:00:00
PO-2025-00925,PO-000925,SUP-0006,FAC-US-01,WH-US-RAW-01,2026-03-24,2026-04-10,DELIVERED,16223.21,USD,2026-03-24T00:00:00
PO-2025-00926,PO-000926,SUP-0004,FAC-MX-01,WH-MX-RAW-01,2026-01-11,2026-02-11,DELIVERED,152060.87,USD,2026-01-11T00:00:00
PO-2025-00927,PO-000927,SUP-0059,FAC-US-01,WH-US-RAW-01,2025-11-17,2026-01-20,DELIVERED,57769.46,USD,2025-11-17T00:00:00
PO-2025-00928,PO-000928,SUP-0119,FAC-APAC-01,WH-APAC-RAW-01,2026-03-05,2026-04-08,OVERDUE,9931.32,USD,2026-03-05T00:00:00
PO-2025-00929,PO-000929,SUP-0110,FAC-US-01,WH-US-RAW-01,2025-06-08,2025-06-25,DELIVERED,73976.3,USD,2025-06-08T00:00:00
PO-2025-00930,PO-000930,SUP-0002,FAC-US-01,WH-US-RAW-01,2026-02-02,2026-02-21,DELIVERED,50057.49,USD,2026-02-02T00:00:00
PO-2025-00931,PO-000931,SUP-0059,FAC-EU-01,WH-EU-RAW-01,2025-06-05,2025-08-06,DELIVERED,231742.14,USD,2025-06-05T00:00:00
PO-2025-00932,PO-000932,SUP-0001,FAC-APAC-01,WH-APAC-RAW-01,2026-02-03,2026-04-01,DELIVERED,11562.27,USD,2026-02-03T00:00:00
PO-2025-00933,PO-000933,SUP-0004,FAC-MX-01,WH-MX-RAW-01,2025-08-19,2025-09-14,DELIVERED,4911.33,USD,2025-08-19T00:00:00
PO-2025-00934,PO-000934,SUP-0023,FAC-EU-01,WH-EU-RAW-01,2026-03-08,2026-03-23,DELIVERED,1760.42,USD,2026-03-08T00:00:00
PO-2025-00935,PO-000935,SUP-0076,FAC-EU-01,WH-EU-RAW-01,2026-04-14,2026-05-22,PENDING,23053.17,USD,2026-04-14T00:00:00
PO-2025-00936,PO-000936,SUP-0008,FAC-MX-01,WH-MX-RAW-01,2025-06-19,2025-07-23,DELIVERED,12517.44,USD,2025-06-19T00:00:00
PO-2025-00937,PO-000937,SUP-0109,FAC-EU-01,WH-EU-RAW-01,2025-10-26,2025-11-10,CANCELLED,54534.06,USD,2025-10-26T00:00:00
PO-2025-00938,PO-000938,SUP-0039,FAC-EU-01,WH-EU-RAW-01,2026-05-16,2026-06-16,PENDING,321554.13,USD,2026-05-16T00:00:00
PO-2025-00939,PO-000939,SUP-0042,FAC-EU-01,WH-EU-RAW-01,2025-11-02,2025-11-26,DELIVERED,108672.89,USD,2025-11-02T00:00:00
PO-2025-00940,PO-000940,SUP-0089,FAC-EU-01,WH-EU-RAW-01,2026-03-02,2026-03-18,DELIVERED,44229.85,USD,2026-03-02T00:00:00
PO-2025-00941,PO-000941,SUP-0018,FAC-EU-01,WH-EU-RAW-01,2025-12-04,2025-12-28,DELIVERED,65162.46,USD,2025-12-04T00:00:00
PO-2025-00942,PO-000942,SUP-0101,FAC-US-01,WH-US-RAW-01,2025-09-27,2025-10-22,DELIVERED,16521.66,USD,2025-09-27T00:00:00
PO-2025-00943,PO-000943,SUP-0010,FAC-EU-01,WH-EU-RAW-01,2025-08-23,2025-09-07,DELIVERED,18476.1,USD,2025-08-23T00:00:00
PO-2025-00944,PO-000944,SUP-0075,FAC-US-01,WH-US-RAW-01,2025-07-18,2025-08-13,DELIVERED,25965.2,USD,2025-07-18T00:00:00
PO-2025-00945,PO-000945,SUP-0106,FAC-US-01,WH-US-RAW-01,2026-01-23,2026-03-01,DELIVERED,12351.1,USD,2026-01-23T00:00:00
