movement_id,material_id,warehouse_id,factory_id,movement_date,movement_type,quantity,reference_doc_type,reference_doc_id
MOV-00009690,MAT-00278,WH-APAC-FIN-01,FAC-APAC-01,2025-06-03,TRANSFER_OUT,-12,TRANSFER_ORDER,TRF-40040
MOV-00009691,MAT-01200,WH-US-RAW-01,FAC-US-01,2025-01-02,PRODUCTION_ISSUE,-35,WORK_ORDER,WO-ACT-7016
MOV-00009692,MAT-00295,WH-EU-FIN-01,FAC-EU-01,2025-11-12,SCRAP,-5,SCRAP_NOTICE,SCR-8250
MOV-00009693,MAT-00202,WH-EU-RAW-01,FAC-EU-01,2025-09-24,PRODUCTION_ISSUE,-66,WORK_ORDER,WO-ACT-8913
MOV-00009694,MAT-01105,WH-MX-FIN-01,FAC-MX-01,2025-06-30,PRODUCTION_ISSUE,-50,WORK_ORDER,WO-ACT-7731
MOV-00009695,MAT-00648,WH-APAC-FIN-01,FAC-APAC-01,2025-01-15,CYCLE_ADJUSTMENT,-7,AUDIT_COUNT,AUD-631
MOV-00009696,MAT-00573,WH-EU-FIN-01,FAC-EU-01,2025-01-10,PRODUCTION_ISSUE,-42,WORK_ORDER,WO-ACT-4997
MOV-00009697,MAT-00619,WH-EU-RAW-01,FAC-EU-01,2025-10-09,PRODUCTION_ISSUE,-51,WORK_ORDER,WO-ACT-3603
MOV-00009698,MAT-00324,WH-US-RAW-01,FAC-US-01,2025-08-22,PRODUCTION_ISSUE,-10,WORK_ORDER,WO-ACT-6784
MOV-00009699,MAT-00510,WH-EU-FIN-01,FAC-EU-01,2025-04-15,TRANSFER_IN,33,TRANSFER_ORDER,TRF-48578
MOV-00009700,MAT-00498,WH-MX-FIN-01,FAC-MX-01,2025-07-09,SCRAP,-7,SCRAP_NOTICE,SCR-3805
MOV-00009701,MAT-00657,WH-APAC-RAW-01,FAC-APAC-01,2025-12-17,PRODUCTION_ISSUE,-29,WORK_ORDER,WO-ACT-9820
MOV-00009702,MAT-00683,WH-EU-RAW-01,FAC-EU-01,2025-04-01,PRODUCTION_ISSUE,-49,WORK_ORDER,WO-ACT-8483
MOV-00009703,MAT-00684,WH-MX-FIN-01,FAC-MX-01,2026-02-07,PRODUCTION_ISSUE,-8,WORK_ORDER,WO-ACT-3832
MOV-00009704,MAT-00581,WH-APAC-RAW-01,FAC-APAC-01,2025-02-21,SCRAP,-2,SCRAP_NOTICE,SCR-2756
MOV-00009705,MAT-00592,WH-EU-FIN-01,FAC-EU-01,2025-07-03,TRANSFER_OUT,-27,TRANSFER_ORDER,TRF-78941
MOV-00009706,MAT-01053,WH-US-RAW-01,FAC-US-01,2025-08-18,SCRAP,-3,SCRAP_NOTICE,SCR-2722
MOV-00009707,MAT-01008,WH-MX-FIN-01,FAC-MX-01,2025-11-15,PRODUCTION_ISSUE,-49,WORK_ORDER,WO-ACT-1782
MOV-00009708,MAT-00750,WH-MX-RAW-01,FAC-MX-01,2025-05-22,PRODUCTION_ISSUE,-55,WORK_ORDER,WO-ACT-1849
MOV-00009709,MAT-00974,WH-APAC-RAW-01,FAC-APAC-01,2025-12-06,TRANSFER_IN,34,TRANSFER_ORDER,TRF-70365
MOV-00009710,MAT-00752,WH-APAC-FIN-01,FAC-APAC-01,2025-10-20,PRODUCTION_ISSUE,-74,WORK_ORDER,WO-ACT-4941
MOV-00009711,MAT-01161,WH-EU-RAW-01,FAC-EU-01,2025-11-13,PRODUCTION_ISSUE,-28,WORK_ORDER,WO-ACT-1342
MOV-00009712,MAT-01091,WH-US-FIN-01,FAC-US-01,2026-04-24,PRODUCTION_ISSUE,-51,WORK_ORDER,WO-ACT-6724
MOV-00009713,MAT-00278,WH-APAC-FIN-01,FAC-APAC-01,2026-06-03,PRODUCTION_ISSUE,-44,WORK_ORDER,WO-ACT-3826
MOV-00009714,MAT-00704,WH-MX-RAW-01,FAC-MX-01,2025-07-07,TRANSFER_IN,28,TRANSFER_ORDER,TRF-23480
MOV-00009715,MAT-00174,WH-US-FIN-01,FAC-US-01,2025-07-05,CYCLE_ADJUSTMENT,0,AUDIT_COUNT,AUD-680
MOV-00009716,MAT-00652,WH-US-FIN-01,FAC-US-01,2025-04-22,PRODUCTION_ISSUE,-30,WORK_ORDER,WO-ACT-8241
MOV-00009717,MAT-00536,WH-MX-FIN-01,FAC-MX-01,2026-03-18,SCRAP,-3,SCRAP_NOTICE,SCR-3803
MOV-00009718,MAT-00092,WH-EU-RAW-01,FAC-EU-01,2025-04-08,PRODUCTION_ISSUE,-44,WORK_ORDER,WO-ACT-3114
MOV-00009719,MAT-00497,WH-EU-FIN-01,FAC-EU-01,2025-10-01,CYCLE_ADJUSTMENT,13,AUDIT_COUNT,AUD-439
MOV-00009720,MAT-01105,WH-APAC-RAW-01,FAC-APAC-01,2025-07-30,PRODUCTION_ISSUE,-5,WORK_ORDER,WO-ACT-3055
MOV-00009721,MAT-00999,WH-US-RAW-01,FAC-US-01,2026-01-24,PRODUCTION_ISSUE,-7,WORK_ORDER,WO-ACT-3312
MOV-00009722,MAT-00337,WH-MX-FIN-01,FAC-MX-01,2025-12-11,PRODUCTION_ISSUE,-48,WORK_ORDER,WO-ACT-6882
MOV-00009723,MAT-00307,WH-EU-FIN-01,FAC-EU-01,2025-02-24,PRODUCTION_ISSUE,-18,WORK_ORDER,WO-ACT-5122
MOV-00009724,MAT-00331,WH-APAC-RAW-01,FAC-APAC-01,2026-02-19,PRODUCTION_ISSUE,-31,WORK_ORDER,WO-ACT-8858
MOV-00009725,MAT-00197,WH-US-RAW-01,FAC-US-01,2026-02-15,PRODUCTION_ISSUE,-16,WORK_ORDER,WO-ACT-3747
MOV-00009726,MAT-00526,WH-APAC-FIN-01,FAC-APAC-01,2026-02-02,TRANSFER_IN,14,TRANSFER_ORDER,TRF-88104
MOV-00009727,MAT-00131,WH-US-FIN-01,FAC-US-01,2025-04-20,TRANSFER_IN,47,TRANSFER_ORDER,TRF-68947
MOV-00009728,MAT-00546,WH-EU-RAW-01,FAC-EU-01,2026-03-15,PRODUCTION_ISSUE,-19,WORK_ORDER,WO-ACT-2159
MOV-00009729,MAT-00182,WH-MX-FIN-01,FAC-MX-01,2025-05-20,PRODUCTION_ISSUE,-37,WORK_ORDER,WO-ACT-7936
MOV-00009730,MAT-00801,WH-US-RAW-01,FAC-US-01,2025-08-27,PRODUCTION_ISSUE,-8,WORK_ORDER,WO-ACT-3004
MOV-00009731,MAT-00481,WH-US-FIN-01,FAC-US-01,2026-05-22,PRODUCTION_ISSUE,-66,WORK_ORDER,WO-ACT-2472
MOV-00009732,MAT-01087,WH-US-RAW-01,FAC-US-01,2025-08-25,PRODUCTION_ISSUE,-31,WORK_ORDER,WO-ACT-2217
MOV-00009733,MAT-00461,WH-APAC-RAW-01,FAC-APAC-01,2026-04-05,PRODUCTION_ISSUE,-18,WORK_ORDER,WO-ACT-1704
MOV-00009734,MAT-00453,WH-EU-RAW-01,FAC-EU-01,2026-06-14,TRANSFER_IN,17,TRANSFER_ORDER,TRF-73063
MOV-00009735,MAT-00165,WH-APAC-FIN-01,FAC-APAC-01,2026-02-03,PRODUCTION_ISSUE,-65,WORK_ORDER,WO-ACT-2885
MOV-00009736,MAT-00563,WH-US-FIN-01,FAC-US-01,2026-01-09,SCRAP,-12,SCRAP_NOTICE,SCR-4813
MOV-00009737,MAT-00377,WH-US-RAW-01,FAC-US-01,2025-04-15,PRODUCTION_ISSUE,-65,WORK_ORDER,WO-ACT-4757
MOV-00009738,MAT-00743,WH-APAC-FIN-01,FAC-APAC-01,2026-06-11,PRODUCTION_ISSUE,-14,WORK_ORDER,WO-ACT-1397
MOV-00009739,MAT-00894,WH-EU-RAW-01,FAC-EU-01,2025-03-29,PRODUCTION_ISSUE,-69,WORK_ORDER,WO-ACT-2842
MOV-00009740,MAT-00846,WH-APAC-RAW-01,FAC-APAC-01,2025-02-07,PRODUCTION_ISSUE,-53,WORK_ORDER,WO-ACT-4936
MOV-00009741,MAT-00847,WH-APAC-FIN-01,FAC-APAC-01,2025-01-24,PRODUCTION_ISSUE,-69,WORK_ORDER,WO-ACT-3579
MOV-00009742,MAT-00014,WH-EU-FIN-01,FAC-EU-01,2025-04-11,CYCLE_ADJUSTMENT,20,AUDIT_COUNT,AUD-531
MOV-00009743,MAT-00019,WH-US-RAW-01,FAC-US-01,2025-04-26,PRODUCTION_ISSUE,-54,WORK_ORDER,WO-ACT-8102
MOV-00009744,MAT-00700,WH-US-RAW-01,FAC-US-01,2026-01-10,PRODUCTION_ISSUE,-23,WORK_ORDER,WO-ACT-5129
MOV-00009745,MAT-00671,WH-APAC-FIN-01,FAC-APAC-01,2025-12-11,PRODUCTION_ISSUE,-16,WORK_ORDER,WO-ACT-1840
MOV-00009746,MAT-00075,WH-APAC-RAW-01,FAC-APAC-01,2025-06-07,PRODUCTION_ISSUE,-69,WORK_ORDER,WO-ACT-6941
MOV-00009747,MAT-00814,WH-APAC-FIN-01,FAC-APAC-01,2026-01-04,PRODUCTION_ISSUE,-36,WORK_ORDER,WO-ACT-8755
MOV-00009748,MAT-00993,WH-EU-RAW-01,FAC-EU-01,2026-05-17,PRODUCTION_ISSUE,-37,WORK_ORDER,WO-ACT-6813
MOV-00009749,MAT-01075,WH-US-FIN-01,FAC-US-01,2025-10-17,PRODUCTION_ISSUE,-23,WORK_ORDER,WO-ACT-4157
MOV-00009750,MAT-00588,WH-APAC-FIN-01,FAC-APAC-01,2025-06-09,PRODUCTION_ISSUE,-56,WORK_ORDER,WO-ACT-7924
MOV-00009751,MAT-00352,WH-US-FIN-01,FAC-US-01,2026-02-24,TRANSFER_OUT,-30,TRANSFER_ORDER,TRF-56463
MOV-00009752,MAT-00675,WH-MX-FIN-01,FAC-MX-01,2026-03-04,PRODUCTION_ISSUE,-69,WORK_ORDER,WO-ACT-8755
MOV-00009753,MAT-01133,WH-US-FIN-01,FAC-US-01,2026-04-09,PRODUCTION_ISSUE,-6,WORK_ORDER,WO-ACT-3503
MOV-00009754,MAT-00800,WH-APAC-RAW-01,FAC-APAC-01,2025-02-04,SCRAP,-3,SCRAP_NOTICE,SCR-2550
MOV-00009755,MAT-01044,WH-APAC-RAW-01,FAC-APAC-01,2026-01-14,TRANSFER_IN,12,TRANSFER_ORDER,TRF-62884
MOV-00009756,MAT-00553,WH-APAC-FIN-01,FAC-APAC-01,2026-03-15,PRODUCTION_ISSUE,-73,WORK_ORDER,WO-ACT-9594
MOV-00009757,MAT-01003,WH-US-FIN-01,FAC-US-01,2026-06-28,SCRAP,-10,SCRAP_NOTICE,SCR-9668
MOV-00009758,MAT-01048,WH-EU-RAW-01,FAC-EU-01,2025-07-15,SCRAP,-2,SCRAP_NOTICE,SCR-8158
MOV-00009759,MAT-00041,WH-APAC-FIN-01,FAC-APAC-01,2026-06-03,PRODUCTION_ISSUE,-12,WORK_ORDER,WO-ACT-6453
MOV-00009760,MAT-00035,WH-APAC-FIN-01,FAC-APAC-01,2025-12-29,PRODUCTION_ISSUE,-43,WORK_ORDER,WO-ACT-8483
MOV-00009761,MAT-01185,WH-US-FIN-01,FAC-US-01,2025-06-09,PRODUCTION_ISSUE,-19,WORK_ORDER,WO-ACT-6481
MOV-00009762,MAT-00978,WH-APAC-FIN-01,FAC-APAC-01,2025-08-11,PRODUCTION_ISSUE,-19,WORK_ORDER,WO-ACT-6898
MOV-00009763,MAT-01106,WH-APAC-RAW-01,FAC-APAC-01,2025-03-05,TRANSFER_IN,16,TRANSFER_ORDER,TRF-17968
MOV-00009764,MAT-00527,WH-US-FIN-01,FAC-US-01,2025-04-22,CYCLE_ADJUSTMENT,-13,AUDIT_COUNT,AUD-713
MOV-00009765,MAT-00953,WH-EU-RAW-01,FAC-EU-01,2025-07-22,TRANSFER_IN,30,TRANSFER_ORDER,TRF-83371
MOV-00009766,MAT-00614,WH-US-RAW-01,FAC-US-01,2025-10-27,PRODUCTION_ISSUE,-30,WORK_ORDER,WO-ACT-5071
MOV-00009767,MAT-00901,WH-EU-FIN-01,FAC-EU-01,2025-06-28,PRODUCTION_ISSUE,-6,WORK_ORDER,WO-ACT-9325
MOV-00009768,MAT-00362,WH-MX-FIN-01,FAC-MX-01,2025-07-05,TRANSFER_IN,33,TRANSFER_ORDER,TRF-62739
MOV-00009769,MAT-00676,WH-MX-RAW-01,FAC-MX-01,2026-03-06,PRODUCTION_ISSUE,-72,WORK_ORDER,WO-ACT-7949
MOV-00009770,MAT-00283,WH-US-RAW-01,FAC-US-01,2025-05-13,TRANSFER_IN,23,TRANSFER_ORDER,TRF-59791
MOV-00009771,MAT-00689,WH-US-RAW-01,FAC-US-01,2025-01-13,PRODUCTION_ISSUE,-37,WORK_ORDER,WO-ACT-2501
MOV-00009772,MAT-00833,WH-APAC-FIN-01,FAC-APAC-01,2025-11-13,PRODUCTION_ISSUE,-58,WORK_ORDER,WO-ACT-6687
MOV-00009773,MAT-00238,WH-US-FIN-01,FAC-US-01,2026-03-20,SCRAP,-11,SCRAP_NOTICE,SCR-4213
MOV-00009774,MAT-00413,WH-US-FIN-01,FAC-US-01,2026-04-21,PRODUCTION_ISSUE,-33,WORK_ORDER,WO-ACT-1788
MOV-00009775,MAT-01038,WH-MX-RAW-01,FAC-MX-01,2026-06-06,PRODUCTION_ISSUE,-66,WORK_ORDER,WO-ACT-9079
MOV-00009776,MAT-00906,WH-US-RAW-01,FAC-US-01,2025-11-04,TRANSFER_OUT,-17,TRANSFER_ORDER,TRF-84467
MOV-00009777,MAT-00701,WH-EU-RAW-01,FAC-EU-01,2025-02-24,PRODUCTION_ISSUE,-58,WORK_ORDER,WO-ACT-6977
MOV-00009778,MAT-00863,WH-APAC-RAW-01,FAC-APAC-01,2026-01-13,PRODUCTION_ISSUE,-44,WORK_ORDER,WO-ACT-2856
MOV-00009779,MAT-00640,WH-APAC-FIN-01,FAC-APAC-01,2025-04-19,PRODUCTION_ISSUE,-32,WORK_ORDER,WO-ACT-7475
MOV-00009780,MAT-00746,WH-US-FIN-01,FAC-US-01,2026-01-18,SCRAP,-9,SCRAP_NOTICE,SCR-6688
MOV-00009781,MAT-00582,WH-EU-FIN-01,FAC-EU-01,2025-10-26,PRODUCTION_ISSUE,-27,WORK_ORDER,WO-ACT-1218
MOV-00009782,MAT-00316,WH-US-FIN-01,FAC-US-01,2025-09-09,PRODUCTION_ISSUE,-24,WORK_ORDER,WO-ACT-1902
MOV-00009783,MAT-00355,WH-APAC-RAW-01,FAC-APAC-01,2026-03-08,PRODUCTION_ISSUE,-69,WORK_ORDER,WO-ACT-4897
MOV-00009784,MAT-00371,WH-US-RAW-01,FAC-US-01,2025-07-07,PRODUCTION_ISSUE,-64,WORK_ORDER,WO-ACT-4479
MOV-00009785,MAT-00663,WH-EU-FIN-01,FAC-EU-01,2025-09-20,PRODUCTION_ISSUE,-61,WORK_ORDER,WO-ACT-4855
MOV-00009786,MAT-00902,WH-US-FIN-01,FAC-US-01,2026-04-18,PRODUCTION_ISSUE,-51,WORK_ORDER,WO-ACT-9538
MOV-00009787,MAT-01004,WH-APAC-FIN-01,FAC-APAC-01,2026-01-28,PRODUCTION_ISSUE,-46,WORK_ORDER,WO-ACT-8773
MOV-00009788,MAT-00556,WH-EU-FIN-01,FAC-EU-01,2025-08-04,PRODUCTION_ISSUE,-19,WORK_ORDER,WO-ACT-7796
MOV-00009789,MAT-00573,WH-MX-FIN-01,FAC-MX-01,2026-02-13,CYCLE_ADJUSTMENT,-12,AUDIT_COUNT,AUD-442
MOV-00009790,MAT-00385,WH-MX-RAW-01,FAC-MX-01,2025-01-22,SCRAP,-8,SCRAP_NOTICE,SCR-5652
MOV-00009791,MAT-00390,WH-EU-FIN-01,FAC-EU-01,2025-02-08,PRODUCTION_ISSUE,-64,WORK_ORDER,WO-ACT-6655
MOV-00009792,MAT-00100,WH-APAC-RAW-01,FAC-APAC-01,2025-09-01,TRANSFER_OUT,-46,TRANSFER_ORDER,TRF-85198
MOV-00009793,MAT-01128,WH-MX-FIN-01,FAC-MX-01,2025-01-07,PRODUCTION_ISSUE,-21,WORK_ORDER,WO-ACT-9749
MOV-00009794,MAT-00137,WH-APAC-FIN-01,FAC-APAC-01,2025-09-13,CYCLE_ADJUSTMENT,9,AUDIT_COUNT,AUD-616
MOV-00009795,MAT-01032,WH-EU-FIN-01,FAC-EU-01,2025-02-16,PRODUCTION_ISSUE,-18,WORK_ORDER,WO-ACT-7723
MOV-00009796,MAT-00016,WH-MX-RAW-01,FAC-MX-01,2025-10-14,PRODUCTION_ISSUE,-54,WORK_ORDER,WO-ACT-9358
MOV-00009797,MAT-00167,WH-EU-FIN-01,FAC-EU-01,2025-12-18,TRANSFER_IN,41,TRANSFER_ORDER,TRF-98350
MOV-00009798,MAT-00877,WH-EU-FIN-01,FAC-EU-01,2025-03-15,CYCLE_ADJUSTMENT,13,AUDIT_COUNT,AUD-905
MOV-00009799,MAT-00349,WH-US-FIN-01,FAC-US-01,2026-05-31,PRODUCTION_ISSUE,-16,WORK_ORDER,WO-ACT-7670
MOV-00009800,MAT-00077,WH-MX-FIN-01,FAC-MX-01,2025-11-04,PRODUCTION_ISSUE,-35,WORK_ORDER,WO-ACT-6663
MOV-00009801,MAT-00171,WH-MX-FIN-01,FAC-MX-01,2026-03-13,PRODUCTION_ISSUE,-48,WORK_ORDER,WO-ACT-9772
MOV-00009802,MAT-00586,WH-MX-FIN-01,FAC-MX-01,2026-04-18,TRANSFER_IN,35,TRANSFER_ORDER,TRF-69281
MOV-00009803,MAT-01190,WH-APAC-FIN-01,FAC-APAC-01,2025-02-15,PRODUCTION_ISSUE,-49,WORK_ORDER,WO-ACT-9402
MOV-00009804,MAT-01148,WH-US-RAW-01,FAC-US-01,2025-12-12,PRODUCTION_ISSUE,-25,WORK_ORDER,WO-ACT-6222
MOV-00009805,MAT-00684,WH-MX-FIN-01,FAC-MX-01,2025-12-22,PRODUCTION_ISSUE,-66,WORK_ORDER,WO-ACT-6106
MOV-00009806,MAT-01119,WH-MX-FIN-01,FAC-MX-01,2026-02-06,PRODUCTION_ISSUE,-10,WORK_ORDER,WO-ACT-6012
MOV-00009807,MAT-00376,WH-EU-RAW-01,FAC-EU-01,2025-02-10,PRODUCTION_ISSUE,-40,WORK_ORDER,WO-ACT-6480
MOV-00009808,MAT-01071,WH-US-RAW-01,FAC-US-01,2025-06-25,TRANSFER_IN,41,TRANSFER_ORDER,TRF-14440
MOV-00009809,MAT-00267,WH-APAC-RAW-01,FAC-APAC-01,2025-02-01,PRODUCTION_ISSUE,-38,WORK_ORDER,WO-ACT-2841
MOV-00009810,MAT-01041,WH-MX-FIN-01,FAC-MX-01,2026-05-11,PRODUCTION_ISSUE,-24,WORK_ORDER,WO-ACT-9590
MOV-00009811,MAT-00800,WH-MX-RAW-01,FAC-MX-01,2026-05-21,TRANSFER_OUT,-46,TRANSFER_ORDER,TRF-20252
MOV-00009812,MAT-00884,WH-MX-RAW-01,FAC-MX-01,2025-01-16,PRODUCTION_ISSUE,-46,WORK_ORDER,WO-ACT-2646
MOV-00009813,MAT-00007,WH-US-FIN-01,FAC-US-01,2025-04-15,PRODUCTION_ISSUE,-39,WORK_ORDER,WO-ACT-3441
MOV-00009814,MAT-00738,WH-EU-RAW-01,FAC-EU-01,2026-03-11,PRODUCTION_ISSUE,-45,WORK_ORDER,WO-ACT-2195
MOV-00009815,MAT-00994,WH-APAC-FIN-01,FAC-APAC-01,2026-06-15,PRODUCTION_ISSUE,-13,WORK_ORDER,WO-ACT-2658
MOV-00009816,MAT-00972,WH-APAC-FIN-01,FAC-APAC-01,2026-01-02,PRODUCTION_ISSUE,-18,WORK_ORDER,WO-ACT-5613
MOV-00009817,MAT-00803,WH-EU-RAW-01,FAC-EU-01,2025-02-22,PRODUCTION_ISSUE,-48,WORK_ORDER,WO-ACT-2672
MOV-00009818,MAT-00911,WH-MX-FIN-01,FAC-MX-01,2026-02-23,SCRAP,-7,SCRAP_NOTICE,SCR-6093
MOV-00009819,MAT-00078,WH-US-RAW-01,FAC-US-01,2026-03-31,PRODUCTION_ISSUE,-31,WORK_ORDER,WO-ACT-3739
MOV-00009820,MAT-00313,WH-APAC-FIN-01,FAC-APAC-01,2026-01-15,TRANSFER_OUT,-19,TRANSFER_ORDER,TRF-79721
MOV-00009821,MAT-00322,WH-APAC-FIN-01,FAC-APAC-01,2026-05-13,PRODUCTION_ISSUE,-19,WORK_ORDER,WO-ACT-6527
MOV-00009822,MAT-00961,WH-APAC-FIN-01,FAC-APAC-01,2026-01-16,PRODUCTION_ISSUE,-44,WORK_ORDER,WO-ACT-9645
MOV-00009823,MAT-00808,WH-US-RAW-01,FAC-US-01,2025-10-25,TRANSFER_IN,31,TRANSFER_ORDER,TRF-13154
MOV-00009824,MAT-00596,WH-EU-RAW-01,FAC-EU-01,2025-04-21,PRODUCTION_ISSUE,-27,WORK_ORDER,WO-ACT-2170
MOV-00009825,MAT-00934,WH-MX-FIN-01,FAC-MX-01,2026-01-30,PRODUCTION_ISSUE,-61,WORK_ORDER,WO-ACT-9039
MOV-00009826,MAT-00171,WH-MX-FIN-01,FAC-MX-01,2025-12-03,PRODUCTION_ISSUE,-35,WORK_ORDER,WO-ACT-1535
MOV-00009827,MAT-00057,WH-MX-RAW-01,FAC-MX-01,2025-05-04,PRODUCTION_ISSUE,-68,WORK_ORDER,WO-ACT-9789
MOV-00009828,MAT-00576,WH-APAC-RAW-01,FAC-APAC-01,2025-09-19,PRODUCTION_ISSUE,-16,WORK_ORDER,WO-ACT-8890
MOV-00009829,MAT-00075,WH-EU-FIN-01,FAC-EU-01,2025-03-04,PRODUCTION_ISSUE,-70,WORK_ORDER,WO-ACT-8959
MOV-00009830,MAT-00457,WH-EU-FIN-01,FAC-EU-01,2025-03-19,PRODUCTION_ISSUE,-37,WORK_ORDER,WO-ACT-4331
MOV-00009831,MAT-00090,WH-US-FIN-01,FAC-US-01,2025-08-25,SCRAP,-4,SCRAP_NOTICE,SCR-5582
MOV-00009832,MAT-01133,WH-MX-FIN-01,FAC-MX-01,2025-10-20,PRODUCTION_ISSUE,-21,WORK_ORDER,WO-ACT-9078
MOV-00009833,MAT-00558,WH-EU-FIN-01,FAC-EU-01,2025-12-02,PRODUCTION_ISSUE,-19,WORK_ORDER,WO-ACT-5755
MOV-00009834,MAT-00467,WH-APAC-RAW-01,FAC-APAC-01,2025-01-20,PRODUCTION_ISSUE,-44,WORK_ORDER,WO-ACT-9528
MOV-00009835,MAT-00021,WH-MX-FIN-01,FAC-MX-01,2025-11-09,PRODUCTION_ISSUE,-69,WORK_ORDER,WO-ACT-1903
MOV-00009836,MAT-00230,WH-EU-RAW-01,FAC-EU-01,2026-04-17,PRODUCTION_ISSUE,-62,WORK_ORDER,WO-ACT-9238
MOV-00009837,MAT-00801,WH-EU-RAW-01,FAC-EU-01,2025-06-10,TRANSFER_OUT,-49,TRANSFER_ORDER,TRF-92248
MOV-00009838,MAT-00611,WH-EU-RAW-01,FAC-EU-01,2025-10-05,TRANSFER_IN,29,TRANSFER_ORDER,TRF-56573
MOV-00009839,MAT-00373,WH-US-FIN-01,FAC-US-01,2025-09-18,PRODUCTION_ISSUE,-5,WORK_ORDER,WO-ACT-1990
MOV-00009840,MAT-00552,WH-US-RAW-01,FAC-US-01,2026-02-22,PRODUCTION_ISSUE,-71,WORK_ORDER,WO-ACT-9946
MOV-00009841,MAT-00853,WH-APAC-RAW-01,FAC-APAC-01,2026-03-28,PRODUCTION_ISSUE,-48,WORK_ORDER,WO-ACT-2429
MOV-00009842,MAT-01049,WH-MX-RAW-01,FAC-MX-01,2025-12-14,TRANSFER_OUT,-26,TRANSFER_ORDER,TRF-12837
MOV-00009843,MAT-00387,WH-APAC-FIN-01,FAC-APAC-01,2025-10-06,PRODUCTION_ISSUE,-8,WORK_ORDER,WO-ACT-7630
MOV-00009844,MAT-00057,WH-US-RAW-01,FAC-US-01,2025-12-11,CYCLE_ADJUSTMENT,-4,AUDIT_COUNT,AUD-465
MOV-00009845,MAT-01142,WH-MX-FIN-01,FAC-MX-01,2025-10-31,CYCLE_ADJUSTMENT,10,AUDIT_COUNT,AUD-738
MOV-00009846,MAT-01012,WH-US-FIN-01,FAC-US-01,2025-06-15,PRODUCTION_ISSUE,-58,WORK_ORDER,WO-ACT-9665
MOV-00009847,MAT-00432,WH-APAC-FIN-01,FAC-APAC-01,2026-04-22,PRODUCTION_ISSUE,-61,WORK_ORDER,WO-ACT-4449
MOV-00009848,MAT-00532,WH-US-FIN-01,FAC-US-01,2025-07-10,SCRAP,-8,SCRAP_NOTICE,SCR-1854
MOV-00009849,MAT-01066,WH-EU-FIN-01,FAC-EU-01,2025-10-27,PRODUCTION_ISSUE,-32,WORK_ORDER,WO-ACT-1117
MOV-00009850,MAT-00918,WH-US-FIN-01,FAC-US-01,2025-04-17,PRODUCTION_ISSUE,-25,WORK_ORDER,WO-ACT-6369
MOV-00009851,MAT-00297,WH-MX-RAW-01,FAC-MX-01,2025-12-18,PRODUCTION_ISSUE,-33,WORK_ORDER,WO-ACT-8334
MOV-00009852,MAT-00478,WH-EU-FIN-01,FAC-EU-01,2025-11-01,PRODUCTION_ISSUE,-62,WORK_ORDER,WO-ACT-3548
MOV-00009853,MAT-00019,WH-APAC-FIN-01,FAC-APAC-01,2025-02-10,PRODUCTION_ISSUE,-53,WORK_ORDER,WO-ACT-6968
MOV-00009854,MAT-00907,WH-APAC-RAW-01,FAC-APAC-01,2026-01-31,PRODUCTION_ISSUE,-53,WORK_ORDER,WO-ACT-3358
MOV-00009855,MAT-00903,WH-US-FIN-01,FAC-US-01,2025-07-29,PRODUCTION_ISSUE,-41,WORK_ORDER,WO-ACT-1776
MOV-00009856,MAT-00222,WH-EU-FIN-01,FAC-EU-01,2025-07-07,PRODUCTION_ISSUE,-36,WORK_ORDER,WO-ACT-8300
MOV-00009857,MAT-00483,WH-EU-FIN-01,FAC-EU-01,2026-04-06,PRODUCTION_ISSUE,-11,WORK_ORDER,WO-ACT-5064
MOV-00009858,MAT-00900,WH-APAC-FIN-01,FAC-APAC-01,2025-07-04,PRODUCTION_ISSUE,-49,WORK_ORDER,WO-ACT-7087
MOV-00009859,MAT-00537,WH-EU-RAW-01,FAC-EU-01,2025-02-12,PRODUCTION_ISSUE,-64,WORK_ORDER,WO-ACT-6370
MOV-00009860,MAT-00072,WH-US-FIN-01,FAC-US-01,2025-09-02,PRODUCTION_ISSUE,-43,WORK_ORDER,WO-ACT-5981
MOV-00009861,MAT-00442,WH-MX-RAW-01,FAC-MX-01,2026-01-15,TRANSFER_IN,30,TRANSFER_ORDER,TRF-38888
MOV-00009862,MAT-00321,WH-MX-FIN-01,FAC-MX-01,2026-03-08,SCRAP,-4,SCRAP_NOTICE,SCR-6255
MOV-00009863,MAT-00896,WH-APAC-FIN-01,FAC-APAC-01,2025-03-21,PRODUCTION_ISSUE,-22,WORK_ORDER,WO-ACT-4502
MOV-00009864,MAT-00989,WH-US-RAW-01,FAC-US-01,2025-10-10,TRANSFER_OUT,-16,TRANSFER_ORDER,TRF-34961
MOV-00009865,MAT-00212,WH-EU-FIN-01,FAC-EU-01,2026-06-26,CYCLE_ADJUSTMENT,-1,AUDIT_COUNT,AUD-825
MOV-00009866,MAT-00838,WH-MX-RAW-01,FAC-MX-01,2025-03-17,SCRAP,-2,SCRAP_NOTICE,SCR-4184
MOV-00009867,MAT-00737,WH-APAC-RAW-01,FAC-APAC-01,2026-01-02,PRODUCTION_ISSUE,-64,WORK_ORDER,WO-ACT-6245
MOV-00009868,MAT-00052,WH-EU-RAW-01,FAC-EU-01,2026-04-10,SCRAP,-11,SCRAP_NOTICE,SCR-9929
